order_id,session_id,user_id,order_ts,payment_method,net_amount,gross_amount,discount_amount,total_items,distinct_products,top_category,category_mix,avg_rating,total_cost,margin_proxy
O0000139,S0001917,U002023,2025-10-21T18:48:03,UPI,15438.06,16571.25,1133.19,9,4,Electronics,"{""Electronics"": 0.5, ""Sports"": 0.25, ""Fashion"": 0.25}",4.475,9657.35,5780.709999999999
O0000140,S0001923,U000360,2025-11-03T11:31:11,Card,1629.03,1665.31,110.16,1,1,Beauty,"{""Beauty"": 1.0}",3.6,1034.12,594.9100000000001
O0000141,S0001924,U001114,2025-11-20T18:37:47,Wallet,1593.81,1647.56,166.15,3,2,Electronics,"{""Electronics"": 0.5, ""Home"": 0.5}",3.6,946.37,647.4399999999999
O0000142,S0001930,U000336,2025-12-05T01:04:40,Card,8410.9,8824.22,413.32,4,2,Books,"{""Books"": 0.5, ""Home"": 0.5}",3.15,5133.38,3277.5199999999995
O0000143,S0001945,U001382,2025-12-24T07:54:55,NetBanking,2945.23,3162.4,217.17,4,2,Electronics,"{""Electronics"": 0.5, ""Sports"": 0.5}",3.2,1739.2,1206.03
O0000144,S0001961,U002181,2025-12-11T02:48:12,Card,10713.81,11159.05,445.24,5,3,Books,"{""Books"": 0.667, ""Sports"": 0.333}",3.9,6145.799999999999,4568.01
O0000145,S0001968,U001349,2025-12-29T22:18:38,Card,7128.37,8019.11,890.74,4,2,Sports,"{""Sports"": 1.0}",4.15,4704.4800000000005,2423.8899999999994
O0000146,S0001977,U002011,2025-12-20T16:52:29,Card,9397.94,9898.68,500.74,6,2,Fashion,"{""Home"": 0.5, ""Fashion"": 0.5}",3.95,5668.2,3729.7400000000007
O0000147,S0001981,U000642,2025-12-30T08:18:32,NetBanking,4356.86,4663.41,306.55,4,3,Beauty,"{""Sports"": 0.333, ""Beauty"": 0.333, ""Electronics"": 0.333}",3.5666666666666664,2812.77,1544.0899999999997
O0000148,S0001987,U000235,2025-11-23T05:42:22,NetBanking,14063.86,15079.67,1015.81,6,3,Beauty,"{""Electronics"": 0.333, ""Beauty"": 0.333, ""Home"": 0.333}",4.1,8929.96,5133.9000000000015
O0000149,S0002001,U000692,2025-11-14T02:49:19,NetBanking,2811.75,2982.36,170.61,4,2,Beauty,"{""Beauty"": 0.5, ""Sports"": 0.5}",4.4,1681.64,1130.11
O0000150,S0002018,,2025-12-15T17:09:04,Wallet,12594.79,13561.98,967.19,6,2,Beauty,"{""Beauty"": 0.5, ""Electronics"": 0.5}",4.4,8151.75,4443.040000000001
O0000151,S0002032,U000727,2025-10-25T16:06:22,Card,5663.5,6077.34,413.84,3,3,Beauty,"{""Sports"": 0.333, ""Books"": 0.333, ""Beauty"": 0.333}",3.8666666666666667,3462.15,2201.35
O0000152,S0002035,U000347,2025-12-22T18:25:53,COD,18692.46,19355.87,663.41,8,3,Books,"{""Books"": 0.667, ""Home"": 0.333}",4.166666666666667,9959.58,8732.88
O0000153,S0002037,,2025-11-06T17:34:47,UPI,2462.81,2559.52,96.71,1,1,Books,"{""Books"": 1.0}",4.9,1562.92,899.8899999999999
O0000154,S0002043,U000652,2026-01-11T04:42:13,UPI,14385.61,15883.22,1497.61,9,4,Books,"{""Books"": 0.5, ""Home"": 0.25, ""Sports"": 0.25}",3.8,7909.9,6475.710000000001
O0000155,S0002058,U001766,2026-01-06T19:57:45,Card,4083.99,4372.36,288.37,4,2,Beauty,"{""Beauty"": 0.5, ""Electronics"": 0.5}",4.05,2270.24,1813.75
O0000156,S0002059,U000987,2025-10-31T17:50:31,Wallet,9931.58,10468.58,537.0,6,4,Beauty,"{""Beauty"": 0.5, ""Home"": 0.25, ""Books"": 0.25}",3.925,5280.12,4651.46
O0000157,S0002065,,2025-11-21T15:11:42,Card,1775.73,1908.04,217.69,1,1,Home,"{""Home"": 1.0}",4.1,1414.9,360.8299999999999
O0000158,S0002082,,2025-11-10T19:44:45,Card,3767.07,3933.41,166.34,3,2,Home,"{""Home"": 1.0}",4.6,2102.92,1664.15
O0000159,S0002087,U002113,2026-01-14T19:42:04,Card,7431.43,8095.14,663.71,7,4,Home,"{""Home"": 0.5, ""Beauty"": 0.25, ""Sports"": 0.25}",3.85,5013.42,2418.01
O0000160,S0002089,U001728,2025-12-08T03:37:54,Wallet,11798.9,12354.15,555.25,5,2,Books,"{""Books"": 0.5, ""Fashion"": 0.5}",4.15,7674.34,4124.5599999999995
O0000161,S0002113,U001938,2025-12-21T01:33:37,Card,10864.1,11654.21,790.11,8,4,Books,"{""Sports"": 0.25, ""Home"": 0.25, ""Books"": 0.25, ""Fashion"": 0.25}",4.15,6345.44,4518.660000000001
O0000162,S0002117,U002167,2026-01-05T07:09:16,UPI,770.77,786.93,66.2,3,1,Sports,"{""Sports"": 1.0}",5.0,580.38,190.39
O0000163,S0002121,,2026-01-19T06:21:33,Wallet,13069.94,14409.59,1339.65,8,4,Beauty,"{""Books"": 0.25, ""Electronics"": 0.25, ""Home"": 0.25, ""Beauty"": 0.25}",3.825,9017.52,4052.42
O0000164,S0002141,U000058,2025-11-30T03:40:46,UPI,13218.46,14589.37,1370.91,5,2,Books,"{""Fashion"": 0.5, ""Books"": 0.5}",4.1,7952.77,5265.689999999999
O0000165,S0002144,,2025-12-07T17:01:19,Wallet,2672.33,2864.29,191.96,3,2,Home,"{""Sports"": 0.5, ""Home"": 0.5}",3.35,1721.67,950.6599999999999
O0000166,S0002150,,2025-12-17T14:53:36,NetBanking,2274.77,2473.17,198.4,2,2,Books,"{""Books"": 0.5, ""Electronics"": 0.5}",4.3,1572.35,702.4200000000001
O0000167,S0002160,U001127,2025-11-23T12:59:48,Card,8868.0,9449.09,581.09,4,2,Books,"{""Books"": 1.0}",4.199999999999999,4601.88,4266.12
O0000168,S0002167,,2025-12-08T08:06:04,UPI,3572.38,3857.37,284.99,4,2,Beauty,"{""Beauty"": 0.5, ""Electronics"": 0.5}",4.6,2585.35,987.0300000000002
O0000169,S0002180,,2025-12-22T09:58:12,UPI,1036.61,1060.04,110.09,2,1,Home,"{""Home"": 1.0}",3.6,492.5,544.1099999999999
O0000170,S0002186,U000768,2025-10-25T19:35:25,UPI,6281.05,6792.32,511.27,3,2,Electronics,"{""Sports"": 0.5, ""Electronics"": 0.5}",4.55,4334.75,1946.3000000000002
O0000171,S0002187,U001893,2025-12-16T06:21:15,Wallet,8193.26,8784.05,590.79,7,4,Electronics,"{""Electronics"": 0.5, ""Books"": 0.25, ""Fashion"": 0.25}",4.4,5231.41,2961.8500000000004
O0000172,S0002189,U001820,2026-01-04T05:53:32,COD,3789.19,4163.77,374.58,4,3,Beauty,"{""Books"": 0.333, ""Home"": 0.333, ""Beauty"": 0.333}",3.6666666666666665,1972.94,1816.25
O0000173,S0002191,,2026-01-14T21:19:54,NetBanking,9781.58,10197.84,416.26,8,4,Beauty,"{""Sports"": 0.25, ""Electronics"": 0.25, ""Beauty"": 0.25, ""Home"": 0.25}",4.05,6503.290000000001,3278.289999999999
O0000174,S0002216,U001192,2025-11-26T21:36:38,UPI,7422.41,8094.25,671.84,4,3,Electronics,"{""Electronics"": 0.667, ""Books"": 0.333}",4.2,5053.49,2368.92
O0000175,S0002234,U001055,2025-11-25T17:56:37,UPI,2514.92,2752.47,237.55,1,1,Beauty,"{""Beauty"": 1.0}",3.5,1920.18,594.74
O0000176,S0002240,U001388,2025-11-03T00:57:22,UPI,13165.27,13949.42,784.15,6,3,Beauty,"{""Books"": 0.333, ""Electronics"": 0.333, ""Beauty"": 0.333}",3.966666666666667,8722.13,4443.140000000001
O0000177,S0002247,U001304,2025-12-25T13:00:52,Wallet,4445.3,4838.1,392.8,3,1,Fashion,"{""Fashion"": 1.0}",4.1,2510.46,1934.8400000000001
O0000178,S0002264,U000635,2025-12-28T12:21:01,Wallet,14998.36,15809.35,810.99,10,4,Sports,"{""Sports"": 0.5, ""Books"": 0.25, ""Home"": 0.25}",3.9,10131.820000000002,4866.539999999999
O0000179,S0002267,U000347,2025-11-09T03:24:22,Card,1635.41,1609.26,92.81,2,1,Sports,"{""Sports"": 1.0}",3.5,1004.7,630.71
O0000180,S0002274,U001909,2025-12-25T07:13:01,Card,9791.93,10488.16,696.23,9,4,Sports,"{""Sports"": 0.5, ""Electronics"": 0.25, ""Home"": 0.25}",3.95,5591.120000000001,4200.8099999999995
O0000181,S0002278,U002063,2025-12-30T04:02:03,Wallet,15434.57,17193.46,1758.89,7,3,Books,"{""Electronics"": 0.333, ""Books"": 0.333, ""Home"": 0.333}",4.0,9676.16,5758.41
O0000182,S0002293,,2025-11-17T12:05:38,COD,2911.98,3113.2,201.22,2,1,Electronics,"{""Electronics"": 1.0}",3.9,2298.98,613.0
O0000183,S0002295,,2025-11-07T10:12:03,UPI,6322.9,6511.06,188.16,5,3,Home,"{""Home"": 0.667, ""Electronics"": 0.333}",4.333333333333333,4774.67,1548.2299999999996
O0000184,S0002298,U002193,2026-01-12T08:17:23,UPI,12962.0,14599.54,1637.54,10,4,Books,"{""Fashion"": 0.25, ""Books"": 0.25, ""Home"": 0.25, ""Sports"": 0.25}",4.05,8488.28,4473.719999999999
O0000185,S0002299,U000227,2025-11-13T13:26:46,Wallet,2617.64,2844.6,226.96,3,1,Fashion,"{""Fashion"": 1.0}",3.9,2039.28,578.3599999999999
O0000186,S0002317,U000187,2025-12-01T14:29:39,Card,12824.15,13821.37,997.22,5,2,Electronics,"{""Electronics"": 0.5, ""Fashion"": 0.5}",4.55,6905.62,5918.53
O0000187,S0002330,U001651,2025-11-19T11:54:05,Card,10886.52,11767.31,880.79,7,4,Electronics,"{""Electronics"": 0.5, ""Home"": 0.5}",4.025,7580.1,3306.42
O0000188,S0002346,U001078,2025-12-25T11:06:26,Card,2032.24,1991.86,69.21,2,1,Home,"{""Home"": 1.0}",3.0,1246.78,785.46
O0000189,S0002351,U000268,2025-10-26T05:46:16,NetBanking,12085.23,13326.66,1241.43,12,4,Books,"{""Books"": 0.5, ""Beauty"": 0.25, ""Home"": 0.25}",4.1,8981.789999999999,3103.4400000000005
O0000190,S0002383,U000417,2026-01-18T23:48:08,Card,2797.59,3065.32,267.73,4,3,Books,"{""Fashion"": 0.333, ""Sports"": 0.333, ""Books"": 0.333}",4.5,1843.15,954.44
O0000191,S0002386,U000215,2025-11-01T19:18:39,Card,11054.1,11871.9,817.8,5,3,Books,"{""Fashion"": 0.333, ""Books"": 0.333, ""Sports"": 0.333}",3.9333333333333336,6568.66,4485.4400000000005
O0000192,S0002388,U000680,2026-01-10T14:53:30,Card,7590.09,8184.95,594.86,8,4,Electronics,"{""Electronics"": 0.5, ""Fashion"": 0.25, ""Beauty"": 0.25}",4.475,4238.52,3351.5699999999997
O0000193,S0002400,U001827,2025-11-16T19:05:10,Card,3920.87,4078.11,157.24,4,3,Home,"{""Home"": 0.667, ""Fashion"": 0.333}",3.3666666666666667,2542.28,1378.5899999999997
O0000194,S0002408,U001481,2025-11-03T14:13:36,Card,6776.11,7206.87,430.76,5,3,Beauty,"{""Books"": 0.333, ""Beauty"": 0.333, ""Fashion"": 0.333}",4.2,4788.84,1987.2699999999995
O0000195,S0002419,U001534,2025-11-29T02:15:29,COD,8549.55,9206.87,657.32,7,3,Beauty,"{""Sports"": 0.333, ""Home"": 0.333, ""Beauty"": 0.333}",4.266666666666667,6480.71,2068.8399999999992
O0000196,S0002424,U001192,2025-11-24T19:38:30,UPI,26774.44,28193.77,1419.33,8,4,Sports,"{""Sports"": 0.5, ""Books"": 0.25, ""Home"": 0.25}",4.0,13629.43,13145.009999999998
O0000197,S0002433,,2026-01-03T03:33:14,Card,5858.16,6258.07,399.91,5,2,Electronics,"{""Electronics"": 0.5, ""Fashion"": 0.5}",3.95,3245.3799999999997,2612.78
O0000198,S0002449,U000661,2025-12-18T05:15:03,Wallet,16795.41,17537.7,742.29,7,3,Books,"{""Electronics"": 0.333, ""Books"": 0.333, ""Sports"": 0.333}",4.433333333333334,10815.52,5979.889999999999
O0000199,S0002453,U002018,2025-10-26T12:56:45,Card,6765.22,7693.4,928.18,7,4,Electronics,"{""Electronics"": 0.5, ""Fashion"": 0.25, ""Books"": 0.25}",4.25,4980.6,1784.62
O0000200,S0002455,U001533,2025-12-29T22:49:47,NetBanking,10619.7,10827.87,208.17,10,4,Home,"{""Home"": 0.5, ""Electronics"": 0.25, ""Books"": 0.25}",3.95,6954.16,3665.540000000001
O0000201,S0002469,U000970,2025-12-17T00:16:57,UPI,9986.57,11259.28,1272.71,6,3,Fashion,"{""Sports"": 0.333, ""Fashion"": 0.333, ""Home"": 0.333}",3.966666666666667,5649.360000000001,4337.209999999999
O0000202,S0002476,U002191,2025-11-15T07:58:50,Card,9640.7,9995.77,355.07,6,4,Sports,"{""Sports"": 0.5, ""Fashion"": 0.25, ""Beauty"": 0.25}",3.975,6308.419999999999,3332.2800000000016
O0000203,S0002499,U002160,2025-11-02T17:13:55,NetBanking,3846.26,4377.71,531.45,5,2,Books,"{""Electronics"": 0.5, ""Books"": 0.5}",3.95,2258.4,1587.8600000000001
O0000204,S0002502,U000742,2025-11-12T20:34:27,Wallet,7089.88,7900.99,811.11,5,2,Books,"{""Books"": 0.5, ""Fashion"": 0.5}",4.25,4996.46,2093.42
O0000205,S0002522,U002185,2025-12-05T05:10:39,COD,6428.56,6572.56,144.0,4,3,Beauty,"{""Beauty"": 0.333, ""Home"": 0.333, ""Fashion"": 0.333}",4.333333333333333,4214.99,2213.5700000000006
O0000206,S0002538,U000391,2025-12-05T11:09:40,Card,15581.28,16396.77,815.49,8,4,Home,"{""Home"": 0.5, ""Books"": 0.25, ""Sports"": 0.25}",3.9749999999999996,10201.78,5379.5
O0000207,S0002544,U000495,2025-12-21T21:54:50,UPI,3393.75,3700.2,306.45,2,1,Electronics,"{""Electronics"": 1.0}",3.7,1684.7,1709.05
O0000208,S0002559,U000969,2025-11-01T18:56:57,Wallet,2169.43,2435.22,265.79,3,1,Books,"{""Books"": 1.0}",4.0,1316.52,852.9099999999999
O0000209,S0002561,U000494,2025-10-23T15:58:25,Card,8764.31,9323.89,559.58,8,4,Books,"{""Books"": 0.5, ""Electronics"": 0.25, ""Fashion"": 0.25}",4.775,5119.95,3644.3599999999997
O0000210,S0002564,,2025-12-23T19:21:01,Wallet,1923.36,2083.85,160.49,1,1,Electronics,"{""Electronics"": 1.0}",3.5,1550.51,372.8499999999999
O0000211,S0002572,U001563,2025-12-25T08:54:28,Card,9319.23,9822.85,503.62,7,4,Books,"{""Books"": 0.5, ""Home"": 0.25, ""Electronics"": 0.25}",3.95,4947.28,4371.95
O0000212,S0002574,U000740,2025-12-06T02:22:14,Card,1885.61,2002.05,116.44,1,1,Beauty,"{""Beauty"": 1.0}",4.1,1463.06,422.54999999999995
O0000213,S0002576,U000392,2025-10-25T15:12:32,UPI,9440.12,10590.6,1150.48,7,4,Home,"{""Home"": 0.5, ""Books"": 0.25, ""Beauty"": 0.25}",3.8000000000000003,7127.31,2312.8100000000004
O0000214,S0002594,U000958,2025-12-09T17:12:47,Wallet,9111.92,9715.05,603.13,6,2,Books,"{""Home"": 0.5, ""Books"": 0.5}",4.45,5614.5,3497.42
O0000215,S0002605,U001068,2025-10-25T01:35:24,UPI,11001.2,11550.98,549.78,6,3,Books,"{""Books"": 0.667, ""Electronics"": 0.333}",3.9666666666666663,6936.699999999999,4064.500000000002
O0000216,S0002614,U000311,2025-11-19T05:11:16,UPI,3238.92,3524.94,286.02,3,1,Fashion,"{""Fashion"": 1.0}",4.2,1644.81,1594.1100000000001
O0000217,S0002649,U000994,2026-01-14T13:45:51,Card,2196.02,2292.21,96.19,3,1,Electronics,"{""Electronics"": 1.0}",4.1,1615.62,580.4000000000001
O0000218,S0002654,U001347,2025-11-04T04:53:51,COD,4952.6,5354.52,401.92,5,3,Beauty,"{""Fashion"": 0.333, ""Beauty"": 0.333, ""Books"": 0.333}",4.266666666666667,3817.4399999999996,1135.1600000000008
O0000219,S0002701,U002187,2025-10-26T08:23:37,UPI,12795.21,13507.21,712.0,9,4,Sports,"{""Sports"": 0.5, ""Electronics"": 0.25, ""Home"": 0.25}",4.2,8171.030000000001,4624.1799999999985
O0000220,S0002707,U001610,2025-12-13T17:23:58,Wallet,12654.69,13563.06,908.37,6,2,Fashion,"{""Fashion"": 1.0}",4.35,8523.6,4131.09
O0000221,S0002711,U001593,2025-11-26T02:52:30,COD,12192.03,13474.32,1282.29,9,3,Books,"{""Electronics"": 0.333, ""Fashion"": 0.333, ""Books"": 0.333}",4.033333333333333,7951.950000000001,4240.08
O0000222,S0002731,U000252,2025-10-22T10:11:15,Card,1049.49,1060.87,53.25,1,1,Books,"{""Books"": 1.0}",3.5,516.81,532.6800000000001
O0000223,S0002748,U001060,2026-01-05T06:49:27,Card,4951.17,5506.75,555.58,4,4,Books,"{""Books"": 0.5, ""Sports"": 0.25, ""Beauty"": 0.25}",4.325,3183.42,1767.75
O0000224,S0002757,U000956,2025-11-30T21:41:20,NetBanking,6937.31,7340.43,403.12,7,4,Books,"{""Sports"": 0.25, ""Fashion"": 0.25, ""Electronics"": 0.25, ""Books"": 0.25}",3.95,4931.54,2005.7700000000004
O0000225,S0002777,U001952,2025-11-09T14:41:43,Card,8022.95,9079.9,1056.95,6,4,Books,"{""Home"": 0.25, ""Fashion"": 0.25, ""Sports"": 0.25, ""Books"": 0.25}",4.1,5410.360000000001,2612.5899999999992
O0000226,S0002786,U001229,2026-01-16T09:25:01,NetBanking,7114.68,7791.5,676.82,3,2,Electronics,"{""Fashion"": 0.5, ""Electronics"": 0.5}",4.35,5108.4,2006.2800000000007
O0000227,S0002795,U000509,2025-11-29T19:38:48,UPI,8772.75,9794.22,1021.47,6,4,Sports,"{""Sports"": 0.5, ""Beauty"": 0.25, ""Fashion"": 0.25}",3.95,5389.03,3383.7200000000003
O0000228,S0002817,U001865,2025-12-21T20:45:14,COD,3625.25,3971.31,346.06,5,3,Electronics,"{""Sports"": 0.333, ""Electronics"": 0.333, ""Fashion"": 0.333}",4.7,2695.3,929.9499999999998
O0000229,S0002829,,2025-12-10T01:49:21,UPI,10995.93,12032.46,1036.53,9,3,Beauty,"{""Beauty"": 0.333, ""Sports"": 0.333, ""Books"": 0.333}",4.566666666666666,8041.32,2954.6100000000006
O0000230,S0002830,,2026-01-13T22:10:01,Card,12632.23,13160.68,528.45,8,4,Home,"{""Home"": 0.5, ""Electronics"": 0.25, ""Fashion"": 0.25}",4.25,7871.15,4761.08
O0000231,S0002835,,2025-10-22T11:10:40,Card,2167.85,2268.57,100.72,4,3,Home,"{""Home"": 0.667, ""Sports"": 0.333}",4.033333333333333,1473.5500000000002,694.2999999999997
O0000232,S0002839,U001283,2025-12-10T17:57:43,NetBanking,2394.24,2780.06,385.82,1,1,Books,"{""Books"": 1.0}",3.8,1284.51,1109.7299999999998
O0000233,S0002847,U000454,2025-12-20T05:20:30,Card,3361.0,3614.5,253.5,2,2,Books,"{""Books"": 0.5, ""Fashion"": 0.5}",3.9,2419.2,941.8000000000002
O0000234,S0002861,,2025-12-05T22:55:07,UPI,11913.62,13286.16,1372.54,5,2,Home,"{""Home"": 1.0}",3.8,7487.65,4425.970000000001
O0000235,S0002885,U000047,2026-01-17T14:03:09,Card,4842.26,5193.8,351.54,4,2,Books,"{""Home"": 0.5, ""Books"": 0.5}",3.5,3126.2,1716.0600000000004
O0000236,S0002900,U001250,2025-12-30T21:55:11,UPI,10193.22,10833.24,640.02,7,4,Fashion,"{""Fashion"": 0.5, ""Home"": 0.25, ""Books"": 0.25}",4.125,5719.93,4473.289999999999
O0000237,S0002909,U001728,2026-01-11T12:35:11,NetBanking,1401.59,1373.78,80.37,2,2,Fashion,"{""Fashion"": 0.5, ""Sports"": 0.5}",4.1,703.23,698.3599999999999
O0000238,S0002925,U000367,2025-12-03T08:43:38,Card,8219.83,8496.59,276.76,7,3,Fashion,"{""Fashion"": 0.667, ""Sports"": 0.333}",3.8666666666666667,4891.25,3328.58
O0000239,S0002941,U000037,2025-11-29T23:36:12,UPI,4987.15,5487.97,500.82,7,4,Books,"{""Electronics"": 0.5, ""Books"": 0.5}",4.2,3513.77,1473.3799999999997
O0000240,S0002949,,2025-12-06T22:09:03,Card,4903.84,5557.38,653.54,4,2,Home,"{""Home"": 1.0}",4.25,3203.9,1699.94
O0000241,S0002953,U001045,2026-01-09T23:45:09,UPI,6924.75,7299.03,374.28,6,4,Books,"{""Fashion"": 0.25, ""Home"": 0.25, ""Books"": 0.25, ""Electronics"": 0.25}",4.525,4286.54,2638.21
O0000242,S0002960,U001452,2025-10-30T18:08:39,Card,3178.14,3556.57,378.43,2,2,Books,"{""Sports"": 0.5, ""Books"": 0.5}",4.15,2136.02,1042.12
O0000243,S0002983,U000572,2025-11-06T19:22:07,Card,10418.93,11355.17,936.24,9,4,Home,"{""Home"": 0.5, ""Books"": 0.25, ""Sports"": 0.25}",3.7,6300.03,4118.900000000001
O0000244,S0002986,U001826,2025-11-11T10:20:17,UPI,4769.8,5119.04,349.24,2,1,Books,"{""Books"": 1.0}",4.9,3125.84,1643.96
O0000245,S0002994,U001066,2025-12-27T11:05:45,Wallet,24116.79,25746.52,1629.73,8,4,Beauty,"{""Home"": 0.25, ""Electronics"": 0.25, ""Beauty"": 0.25, ""Books"": 0.25}",4.25,13449.56,10667.230000000001
O0000246,S0002997,U001667,2025-12-18T02:45:14,Card,13265.31,14306.65,1041.34,11,4,Sports,"{""Sports"": 0.5, ""Home"": 0.25, ""Electronics"": 0.25}",3.825,7428.51,5836.799999999999
O0000247,S0003016,U000659,2025-11-21T12:16:17,COD,6357.77,6692.25,334.48,3,1,Sports,"{""Sports"": 1.0}",3.6,4823.76,1534.0100000000002
O0000248,S0003023,U001284,2025-11-13T16:50:29,UPI,17920.21,19739.88,1819.67,8,4,Home,"{""Home"": 0.5, ""Electronics"": 0.25, ""Beauty"": 0.25}",4.125,11159.56,6760.65
O0000249,S0003031,U001410,2026-01-17T00:38:25,NetBanking,2890.95,3075.24,184.29,3,1,Home,"{""Home"": 1.0}",4.2,1643.31,1247.6399999999999
O0000250,S0003055,U001327,2025-11-21T07:49:07,UPI,5663.6,6047.5,383.9,4,2,Books,"{""Home"": 0.5, ""Books"": 0.5}",4.2,3419.13,2244.4700000000003
O0000251,S0003078,U001828,2025-12-09T23:01:46,UPI,3701.09,3894.54,193.45,5,3,Electronics,"{""Home"": 0.333, ""Fashion"": 0.333, ""Electronics"": 0.333}",3.966666666666667,2036.9299999999998,1664.1600000000003
O0000252,S0003080,U001422,2025-12-23T00:49:06,Card,1664.01,1777.2,172.75,2,1,Home,"{""Home"": 1.0}",4.3,1116.74,547.27
O0000253,S0003115,U001840,2026-01-12T07:21:30,Wallet,15301.49,15791.54,490.05,4,2,Books,"{""Home"": 0.5, ""Books"": 0.5}",3.6500000000000004,8495.26,6806.23
O0000254,S0003121,,2025-11-14T08:20:47,Wallet,5378.4,5595.84,217.44,3,2,Fashion,"{""Fashion"": 0.5, ""Sports"": 0.5}",4.6,3537.23,1841.1699999999996
O0000255,S0003122,U000372,2025-11-09T01:18:34,NetBanking,4586.48,4785.36,198.88,4,4,Books,"{""Books"": 0.5, ""Electronics"": 0.5}",4.050000000000001,3060.37,1526.1099999999997
O0000256,S0003124,U000017,2026-01-15T05:17:35,Wallet,12428.75,13413.11,984.36,7,3,Home,"{""Home"": 0.667, ""Fashion"": 0.333}",4.166666666666667,8681.010000000002,3747.739999999998
O0000257,S0003148,U000168,2025-12-11T10:37:48,Card,1818.22,1942.15,241.28,2,2,Beauty,"{""Beauty"": 0.5, ""Fashion"": 0.5}",4.3,1245.85,572.3700000000001
O0000258,S0003149,U000853,2025-11-27T11:31:37,Card,4722.98,5237.28,514.3,4,2,Beauty,"{""Fashion"": 0.5, ""Beauty"": 0.5}",4.15,3173.82,1549.1599999999994
O0000259,S0003154,U000741,2025-11-28T21:40:15,Card,14919.19,16750.62,1831.43,8,4,Beauty,"{""Home"": 0.25, ""Beauty"": 0.25, ""Books"": 0.25, ""Electronics"": 0.25}",4.325,8463.21,6455.980000000001
O0000260,S0003163,U000713,2025-12-17T04:51:03,UPI,9025.78,9912.84,887.06,5,2,Books,"{""Books"": 0.5, ""Fashion"": 0.5}",3.45,6429.12,2596.6600000000008
O0000261,S0003168,U000719,2025-12-11T08:00:07,COD,2590.49,2971.9,381.41,4,2,Fashion,"{""Fashion"": 1.0}",3.95,1749.0600000000002,841.4299999999996
O0000262,S0003174,U001841,2025-11-14T07:37:37,Wallet,2157.6,2371.38,213.78,3,1,Electronics,"{""Electronics"": 1.0}",4.1,1655.91,501.6899999999998
O0000263,S0003177,,2025-11-05T21:59:19,NetBanking,774.91,759.8,42.14,1,1,Electronics,"{""Electronics"": 1.0}",4.6,429.55,345.35999999999996
O0000264,S0003178,U001180,2026-01-10T13:57:00,Card,6299.99,6774.57,474.58,6,4,Home,"{""Home"": 0.5, ""Books"": 0.25, ""Beauty"": 0.25}",3.85,4380.99,1919.0
O0000265,S0003179,,2025-11-01T01:32:16,UPI,5393.75,5641.56,247.81,6,2,Fashion,"{""Sports"": 0.5, ""Fashion"": 0.5}",4.15,3633.0,1760.75
O0000266,S0003203,U001561,2025-12-13T13:28:37,Card,381172.68,33557.83,1793.44,10,4,Fashion,"{""Fashion"": 0.75, ""Beauty"": 0.25}",4.05,20104.07,361068.61
O0000267,S0003221,U002050,2026-01-12T21:19:20,COD,6822.08,7479.89,657.81,6,3,Beauty,"{""Beauty"": 0.667, ""Electronics"": 0.333}",4.1000000000000005,4796.02,2026.0599999999995
O0000268,S0003230,U000538,2025-11-06T14:00:22,Wallet,10701.49,11262.48,560.99,5,3,Sports,"{""Sports"": 0.667, ""Home"": 0.333}",3.6333333333333333,6751.09,3950.3999999999996
O0000269,S0003241,U001252,2025-12-27T06:08:49,Card,2829.9,2935.69,105.79,4,2,Fashion,"{""Fashion"": 1.0}",4.2,1653.5900000000001,1176.31
O0000270,S0003257,U001355,2026-01-05T08:48:13,UPI,6197.67,6315.15,117.48,7,4,Beauty,"{""Fashion"": 0.25, ""Beauty"": 0.25, ""Electronics"": 0.25, ""Sports"": 0.25}",3.95,3336.3100000000004,2861.3599999999997
O0000271,S0003264,U002000,2025-11-14T05:44:12,Card,14108.9,15049.28,940.38,7,4,Books,"{""Books"": 0.5, ""Electronics"": 0.25, ""Home"": 0.25}",4.0,8542.31,5566.59
O0000272,S0003266,U001803,2026-01-16T13:01:37,Card,5922.34,6153.16,230.82,4,2,Beauty,"{""Home"": 0.5, ""Beauty"": 0.5}",4.05,3624.9999999999995,2297.3400000000006
O0000273,S0003282,U000554,2025-10-24T12:16:17,Card,3241.83,3448.9,207.07,2,1,Sports,"{""Sports"": 1.0}",4.2,1662.12,1579.71
O0000274,S0003291,U002142,2025-12-15T04:14:34,Card,2428.21,2568.39,140.18,3,1,Fashion,"{""Fashion"": 1.0}",4.6,1517.58,910.6300000000001
O0000275,S0003299,U001902,2025-11-28T14:29:05,COD,6521.93,6887.62,365.69,5,3,Electronics,"{""Sports"": 0.333, ""Electronics"": 0.333, ""Home"": 0.333}",4.7,3792.3999999999996,2729.5300000000007
O0000276,S0003306,U001962,2026-01-05T00:30:27,Card,6900.03,7227.03,327.0,3,1,Fashion,"{""Fashion"": 1.0}",4.6,4659.78,2240.25
O0000277,S0003307,U001750,2025-12-09T10:44:46,UPI,5442.85,6082.99,640.14,5,2,Electronics,"{""Home"": 0.5, ""Electronics"": 0.5}",3.8499999999999996,3482.7,1960.1500000000005
O0000278,S0003346,U001819,2025-10-30T02:30:23,UPI,10164.7,10702.24,537.54,6,4,Home,"{""Home"": 1.0}",3.55,5290.73,4873.970000000001
