session_id,user_id,session_start_ts,device,channel,campaign_id,variant,is_new_user,has_productview,has_addtocart,has_begincheckout,has_paymentattempt,has_purchase,first,last,min,session_duration_sec,time_to_addtocart_sec,time_to_begincheckout_sec,time_to_purchase_sec,net_amount
S0001979,U001044,2025-12-17T20:52:04,mobile,organic,C028,,0,True,True,True,True,True,2025-12-17 20:53:44,2025-12-17 20:54:38,2025-12-17 20:53:44,54.0,0.0,0.0,0.0,0.0
S0001980,U001253,2025-12-03T04:11:42,web,search,C024,B,0,True,True,True,True,True,2025-12-03 04:11:59,2025-12-03 04:13:49,2025-12-03 04:11:59,110.0,0.0,0.0,0.0,0.0
S0001981,U000642,2025-12-30T08:10:10,web,organic,C036,B,0,True,True,True,True,True,2025-12-30 08:11:53,2025-12-30 08:18:06,2025-12-30 08:11:53,373.0,117.0,214.0,373.0,4356.86
S0001982,,2025-10-21T21:56:16,mobile,organic,C037,,0,False,False,False,False,False,2025-10-21 21:57:49,2025-10-21 21:57:49,2025-10-21 21:57:49,0.0,0.0,0.0,0.0,0.0
S0001983,U002115,2025-11-09T20:30:42,web,organic,C013,A,0,True,True,True,True,True,2025-11-09 20:31:30,2025-11-09 20:32:07,2025-11-09 20:31:30,37.0,0.0,0.0,0.0,0.0
S0001984,U000910,2025-11-17T02:52:53,web,organic,C030,B,0,False,False,False,False,False,2025-11-17 02:53:56,2025-11-17 02:53:56,2025-11-17 02:53:56,0.0,0.0,0.0,0.0,0.0
S0001985,,2026-01-14T12:37:41,web,search,C011,,0,False,False,False,False,False,2026-01-14 12:39:23,2026-01-14 12:39:23,2026-01-14 12:39:23,0.0,0.0,0.0,0.0,0.0
S0001986,U000148,2025-12-06T01:47:45,mobile,referral,C030,,0,True,True,True,True,True,2025-12-06 01:47:57,2025-12-06 01:51:00,2025-12-06 01:47:57,183.0,183.0,0.0,0.0,0.0
S0001987,U000235,2025-11-23T05:34:34,mobile,organic,C004,,0,True,True,True,True,True,2025-11-23 05:36:18,2025-11-23 05:41:44,2025-11-23 05:36:18,326.0,148.0,207.0,326.0,14063.86
S0001988,U001046,2025-11-26T19:53:25,web,paid_social,C011,,0,True,True,True,True,True,2025-11-26 19:54:57,2025-11-26 19:55:12,2025-11-26 19:54:57,15.0,0.0,0.0,0.0,0.0
S0001989,U001721,2025-12-01T02:30:44,web,organic,C032,B,0,True,True,True,True,True,2025-12-01 02:32:31,2025-12-01 02:33:08,2025-12-01 02:32:31,37.0,0.0,0.0,0.0,0.0
S0001990,,2026-01-07T13:05:23,mobile,organic,C032,,0,True,True,True,True,True,2026-01-07 13:05:54,2026-01-07 13:07:50,2026-01-07 13:05:54,116.0,0.0,0.0,0.0,0.0
S0001991,U001848,2026-01-16T01:13:17,mobile,search,C019,,0,False,False,False,False,False,2026-01-16 01:14:47,2026-01-16 01:14:47,2026-01-16 01:14:47,0.0,0.0,0.0,0.0,0.0
S0001992,U000292,2026-01-05T09:58:18,web,organic,C031,A,0,False,False,False,False,False,2026-01-05 09:59:17,2026-01-05 09:59:17,2026-01-05 09:59:17,0.0,0.0,0.0,0.0,0.0
S0001993,U001884,2026-01-05T04:33:17,mobile,paid_social,C020,,1,True,True,True,True,True,2026-01-05 04:34:46,2026-01-05 04:35:43,2026-01-05 04:34:46,57.0,0.0,0.0,0.0,0.0
S0001994,U000978,2025-11-08T08:26:55,web,organic,C004,,0,False,False,False,False,False,2025-11-08 08:27:17,2025-11-08 08:27:17,2025-11-08 08:27:17,0.0,0.0,0.0,0.0,0.0
S0001995,U000628,2025-11-14T14:55:14,web,email,C033,A,0,False,False,False,False,False,2025-11-14 14:55:22,2025-11-14 14:55:22,2025-11-14 14:55:22,0.0,0.0,0.0,0.0,0.0
S0001996,U001407,2025-12-14T02:02:32,mobile,paid_social,C003,,0,True,True,True,True,True,2025-12-14 02:04:27,2025-12-14 02:04:57,2025-12-14 02:04:27,30.0,0.0,0.0,0.0,0.0
S0001997,,2025-12-19T11:49:58,mobile,paid_social,C033,,0,True,True,True,True,True,2025-12-19 11:51:10,2025-12-19 11:51:46,2025-12-19 11:51:10,36.0,0.0,0.0,0.0,0.0
S0001998,,2025-11-08T16:25:11,web,organic,C036,,0,True,True,True,True,True,2025-11-08 16:26:37,2025-11-08 16:29:46,2025-11-08 16:26:37,189.0,189.0,0.0,0.0,0.0
S0001999,,2025-12-27T14:32:42,mobile,organic,C001,,0,False,False,False,False,False,2025-12-27 14:34:01,2025-12-27 14:34:01,2025-12-27 14:34:01,0.0,0.0,0.0,0.0,0.0
S0002000,,2025-11-08T10:29:50,web,paid_social,C040,,0,True,True,True,True,True,2025-11-08 10:31:06,2025-11-08 10:31:42,2025-11-08 10:31:06,36.0,0.0,0.0,0.0,0.0
S0002001,U000692,2025-11-14T02:40:44,mobile,search,C025,,0,True,True,True,True,True,2025-11-14 02:41:07,2025-11-14 02:48:10,2025-11-14 02:41:07,423.0,198.0,290.0,423.0,2811.75
S0002002,U001106,2025-11-18T01:15:16,web,paid_social,C025,B,0,False,False,False,False,False,2025-11-18 01:15:46,2025-11-18 01:15:46,2025-11-18 01:15:46,0.0,0.0,0.0,0.0,0.0
S0002003,U001017,2026-01-05T13:55:03,mobile,search,C013,,0,False,False,False,False,False,2026-01-05 13:55:51,2026-01-05 13:55:51,2026-01-05 13:55:51,0.0,0.0,0.0,0.0,0.0
S0002004,U001695,2025-12-26T07:52:38,web,paid_social,C007,,0,False,False,False,False,False,2025-12-26 07:53:52,2025-12-26 07:53:52,2025-12-26 07:53:52,0.0,0.0,0.0,0.0,0.0
S0002005,U000877,2025-12-08T04:51:24,web,paid_social,C001,B,0,True,True,True,True,True,2025-12-08 04:52:35,2025-12-08 04:55:12,2025-12-08 04:52:35,157.0,157.0,0.0,0.0,0.0
S0002006,U000616,2026-01-03T05:14:04,mobile,organic,C017,,0,False,False,False,False,False,2026-01-03 05:15:04,2026-01-03 05:15:04,2026-01-03 05:15:04,0.0,0.0,0.0,0.0,0.0
S0002007,,2026-01-02T14:30:04,web,email,C032,,0,False,False,False,False,False,2026-01-02 14:31:35,2026-01-02 14:31:35,2026-01-02 14:31:35,0.0,0.0,0.0,0.0,0.0
S0002008,,2025-11-25T12:36:56,web,paid_social,C001,,0,True,True,True,True,True,2025-11-25 12:37:26,2025-11-25 12:38:23,2025-11-25 12:37:26,57.0,0.0,0.0,0.0,0.0
S0002009,U001862,2025-12-30T18:28:50,mobile,organic,C009,,0,True,True,True,True,True,2025-12-30 18:29:48,2025-12-30 18:30:55,2025-12-30 18:29:48,67.0,0.0,0.0,0.0,0.0
S0002010,U000012,2025-11-09T00:03:37,web,organic,C033,A,0,True,True,True,True,True,2025-11-09 00:05:18,2025-11-09 00:07:08,2025-11-09 00:05:18,110.0,0.0,0.0,0.0,0.0
S0002011,U001251,2025-12-05T17:33:01,mobile,paid_social,C018,,1,True,True,True,True,True,2025-12-05 17:33:54,2025-12-05 17:35:21,2025-12-05 17:33:54,87.0,0.0,0.0,0.0,0.0
S0002012,U000160,2025-11-01T01:58:41,web,paid_social,C005,B,0,True,True,True,True,True,2025-11-01 02:00:27,2025-11-01 02:00:56,2025-11-01 02:00:27,29.0,0.0,0.0,0.0,0.0
S0002013,,2025-11-28T20:27:08,web,referral,C040,,0,True,True,True,True,True,2025-11-28 20:27:29,2025-11-28 20:29:27,2025-11-28 20:27:29,118.0,0.0,0.0,0.0,0.0
S0002014,U001374,2025-12-07T06:33:58,web,paid_social,C014,,0,True,True,True,True,True,2025-12-07 06:35:40,2025-12-07 06:35:49,2025-12-07 06:35:40,9.0,0.0,0.0,0.0,0.0
S0002015,U001882,2025-10-28T15:11:59,web,organic,C008,A,1,False,False,False,False,False,2025-10-28 15:12:21,2025-10-28 15:12:21,2025-10-28 15:12:21,0.0,0.0,0.0,0.0,0.0
S0002016,U000424,2025-12-02T01:49:10,web,organic,C023,,1,False,False,False,False,False,2025-12-02 01:50:20,2025-12-02 01:50:20,2025-12-02 01:50:20,0.0,0.0,0.0,0.0,0.0
S0002017,U001749,2025-12-19T02:11:04,web,search,C004,B,0,True,True,True,True,True,2025-12-19 02:12:57,2025-12-19 02:14:44,2025-12-19 02:12:57,107.0,0.0,0.0,0.0,0.0
S0002018,,2025-12-15T17:00:24,web,search,C028,,0,True,True,True,True,True,2025-12-15 17:01:11,2025-12-15 17:07:49,2025-12-15 17:01:11,398.0,177.0,283.0,398.0,12594.79
S0002019,U001464,2025-10-26T07:58:49,web,referral,C026,,1,True,True,True,True,True,2025-10-26 07:59:28,2025-10-26 07:59:41,2025-10-26 07:59:28,13.0,0.0,0.0,0.0,0.0
S0002020,U001401,2025-10-30T00:30:35,mobile,paid_social,C037,,0,True,True,True,True,True,2025-10-30 00:31:57,2025-10-30 00:33:49,2025-10-30 00:31:57,112.0,0.0,0.0,0.0,0.0
S0002021,U001210,2025-11-22T01:30:20,web,referral,C012,,0,False,False,False,False,False,2025-11-22 01:30:40,2025-11-22 01:30:40,2025-11-22 01:30:40,0.0,0.0,0.0,0.0,0.0
S0002022,,2026-01-05T06:46:38,web,paid_social,C017,,0,False,False,False,False,False,2026-01-05 06:46:45,2026-01-05 06:46:45,2026-01-05 06:46:45,0.0,0.0,0.0,0.0,0.0
S0002023,,2026-01-07T17:14:57,web,paid_social,C027,,0,False,False,False,False,False,2026-01-07 17:15:36,2026-01-07 17:15:36,2026-01-07 17:15:36,0.0,0.0,0.0,0.0,0.0
S0002024,U000864,2025-11-18T07:20:23,mobile,search,C008,,1,False,False,False,False,False,2025-11-18 07:20:39,2025-11-18 07:20:39,2025-11-18 07:20:39,0.0,0.0,0.0,0.0,0.0
S0002025,U000230,2025-12-25T03:22:59,web,paid_social,C015,B,0,True,True,True,True,True,2025-12-25 03:24:54,2025-12-25 03:25:10,2025-12-25 03:24:54,16.0,0.0,0.0,0.0,0.0
S0002026,U001349,2025-12-12T09:44:23,mobile,search,C005,,0,True,True,True,True,True,2025-12-12 09:45:51,2025-12-12 09:47:10,2025-12-12 09:45:51,79.0,0.0,0.0,0.0,0.0
S0002027,,2026-01-17T22:46:05,web,email,C029,,0,False,False,False,False,False,2026-01-17 22:46:23,2026-01-17 22:46:23,2026-01-17 22:46:23,0.0,0.0,0.0,0.0,0.0
S0002028,U001570,2025-10-29T23:00:25,mobile,organic,C027,,0,False,False,False,False,False,2025-10-29 23:01:54,2025-10-29 23:01:54,2025-10-29 23:01:54,0.0,0.0,0.0,0.0,0.0
S0002029,U000542,2025-12-09T17:59:54,web,referral,C004,A,0,True,True,True,True,True,2025-12-09 18:00:52,2025-12-09 18:01:11,2025-12-09 18:00:52,19.0,0.0,0.0,0.0,0.0
S0002030,U001796,2025-12-13T18:27:26,web,search,C006,A,0,True,True,True,True,True,2025-12-13 18:29:01,2025-12-13 18:30:22,2025-12-13 18:29:01,81.0,0.0,0.0,0.0,0.0
S0002031,U001863,2025-11-18T03:08:24,web,search,C017,B,0,True,True,True,True,True,2025-11-18 03:10:10,2025-11-18 03:12:43,2025-11-18 03:10:10,153.0,153.0,0.0,0.0,0.0
S0002032,U000727,2025-10-25T15:59:42,mobile,organic,C027,,1,True,True,True,True,True,2025-10-25 16:01:12,2025-10-25 16:05:27,2025-10-25 16:01:12,255.0,63.0,172.0,255.0,5663.5
S0002033,U001151,2025-10-26T03:07:19,web,organic,C032,,0,True,True,True,True,True,2025-10-26 03:07:45,2025-10-26 03:08:18,2025-10-26 03:07:45,33.0,33.0,0.0,0.0,0.0
S0002034,U001841,2025-12-01T06:23:28,mobile,paid_social,C019,,0,False,False,False,False,False,2025-12-01 06:23:33,2025-12-01 06:23:33,2025-12-01 06:23:33,0.0,0.0,0.0,0.0,0.0
S0002035,U000347,2025-12-22T18:19:10,web,organic,C033,,0,True,True,True,True,True,2025-12-22 18:19:16,2025-12-22 18:25:22,2025-12-22 18:19:16,366.0,131.0,221.0,366.0,18692.46
S0002036,U000780,2025-12-23T10:57:21,unknown,organic,C017,,1,False,False,False,False,False,2025-12-23 10:58:09,2025-12-23 10:58:09,2025-12-23 10:58:09,0.0,0.0,0.0,0.0,0.0
S0002037,,2025-11-06T17:28:15,mobile,organic,C024,,0,True,True,True,True,True,2025-11-06 17:28:48,2025-11-06 17:34:22,2025-11-06 17:28:48,334.0,148.0,182.0,334.0,2462.81
S0002038,U000016,2026-01-06T15:47:45,web,organic,C011,B,0,True,True,True,True,True,2026-01-06 15:47:58,2026-01-06 15:49:42,2026-01-06 15:47:58,104.0,0.0,0.0,0.0,0.0
S0002039,U000368,2025-11-24T09:14:49,mobile,referral,C026,,0,False,False,False,False,False,2025-11-24 09:15:13,2025-11-24 09:15:13,2025-11-24 09:15:13,0.0,0.0,0.0,0.0,0.0
S0002040,U001343,2026-01-16T05:36:38,mobile,paid_social,C037,,0,False,False,False,False,False,2026-01-16 05:37:15,2026-01-16 05:37:15,2026-01-16 05:37:15,0.0,0.0,0.0,0.0,0.0
S0002041,U000580,2025-11-01T01:48:03,web,search,C012,,0,True,True,True,True,True,2025-11-01 01:49:05,2025-11-01 01:49:59,2025-11-01 01:49:05,54.0,0.0,0.0,0.0,0.0
S0002042,U000532,2026-01-04T17:19:05,web,referral,C029,A,0,False,False,False,False,False,2026-01-04 17:19:37,2026-01-04 17:19:37,2026-01-04 17:19:37,0.0,0.0,0.0,0.0,0.0
S0002043,U000652,2026-01-11T04:35:11,web,search,C019,B,0,True,True,True,True,True,2026-01-11 04:36:12,2026-01-11 04:41:22,2026-01-11 04:36:12,310.0,203.0,226.0,310.0,14385.61
S0002044,U000274,2026-01-03T11:33:19,mobile,referral,C021,,0,True,True,True,True,True,2026-01-03 11:35:06,2026-01-03 11:36:20,2026-01-03 11:35:06,74.0,0.0,0.0,0.0,0.0
S0002045,,2026-01-02T05:40:22,web,referral,C024,,0,False,False,False,False,False,2026-01-02 05:41:58,2026-01-02 05:41:58,2026-01-02 05:41:58,0.0,0.0,0.0,0.0,0.0
S0002046,U000569,2025-11-22T23:00:20,mobile,paid_social,C017,,0,True,True,True,True,True,2025-11-22 23:02:00,2025-11-22 23:02:55,2025-11-22 23:02:00,55.0,0.0,0.0,0.0,0.0
S0002047,U001434,2025-12-24T15:23:50,web,search,C027,B,0,False,False,False,False,False,2025-12-24 15:24:30,2025-12-24 15:24:30,2025-12-24 15:24:30,0.0,0.0,0.0,0.0,0.0
S0002048,U001822,2025-12-12T13:57:53,mobile,email,C015,,0,False,False,False,False,False,2025-12-12 13:59:48,2025-12-12 13:59:48,2025-12-12 13:59:48,0.0,0.0,0.0,0.0,0.0
S0002049,U001054,2025-11-28T15:27:03,mobile,organic,C007,,1,False,False,False,False,False,2025-11-28 15:28:50,2025-11-28 15:28:50,2025-11-28 15:28:50,0.0,0.0,0.0,0.0,0.0
S0002050,U002011,2026-01-18T19:41:50,web,search,C016,,0,True,True,True,True,True,2026-01-18 19:42:58,2026-01-18 19:44:22,2026-01-18 19:42:58,84.0,0.0,0.0,0.0,0.0
S0002051,U000432,2025-11-16T13:57:30,mobile,organic,C018,,1,False,False,False,False,False,2025-11-16 13:58:15,2025-11-16 13:58:15,2025-11-16 13:58:15,0.0,0.0,0.0,0.0,0.0
S0002052,,2025-11-27T14:58:02,mobile,organic,C035,,0,False,False,False,False,False,2025-11-27 14:59:24,2025-11-27 14:59:24,2025-11-27 14:59:24,0.0,0.0,0.0,0.0,0.0
S0002053,U000709,2026-01-10T16:45:21,web,organic,C026,B,1,False,False,False,False,False,2026-01-10 16:46:06,2026-01-10 16:46:06,2026-01-10 16:46:06,0.0,0.0,0.0,0.0,0.0
S0002054,U000667,2025-11-16T10:50:02,web,email,C017,,0,True,True,True,True,True,2025-11-16 10:50:26,2025-11-16 10:52:00,2025-11-16 10:50:26,94.0,0.0,0.0,0.0,0.0
S0002055,U002155,2025-11-04T04:22:02,web,organic,C035,A,0,False,False,False,False,False,2025-11-04 04:23:36,2025-11-04 04:23:36,2025-11-04 04:23:36,0.0,0.0,0.0,0.0,0.0
S0002056,,2025-11-18T08:10:32,web,search,C001,,0,True,True,True,True,True,2025-11-18 08:12:17,2025-11-18 08:12:33,2025-11-18 08:12:17,16.0,0.0,0.0,0.0,0.0
S0002057,U001645,2025-12-28T18:41:21,web,search,C028,B,0,True,True,True,True,True,2025-12-28 18:43:15,2025-12-28 18:45:19,2025-12-28 18:43:15,124.0,124.0,0.0,0.0,0.0
S0002058,U001766,2026-01-06T19:51:38,web,search,C037,,0,True,True,True,True,True,2026-01-06 19:53:00,2026-01-06 19:56:57,2026-01-06 19:53:00,237.0,67.0,151.0,237.0,4083.99
S0002059,U000987,2025-10-31T17:46:38,web,email,C028,B,1,True,True,True,True,True,2025-10-31 17:47:18,2025-10-31 17:50:08,2025-10-31 17:47:18,170.0,44.0,113.0,170.0,9931.58
S0002060,U000700,2025-12-16T09:28:31,web,email,C024,A,0,True,True,True,True,True,2025-12-16 09:29:33,2025-12-16 09:30:15,2025-12-16 09:29:33,42.0,0.0,0.0,0.0,0.0
S0002061,U001081,2025-12-11T11:54:57,web,paid_social,C022,B,0,True,True,True,True,True,2025-12-11 11:56:46,2025-12-11 11:58:04,2025-12-11 11:56:46,78.0,0.0,0.0,0.0,0.0
S0002062,U000848,2025-12-20T15:10:45,web,paid_social,C007,B,0,False,False,False,False,False,2025-12-20 15:12:39,2025-12-20 15:12:39,2025-12-20 15:12:39,0.0,0.0,0.0,0.0,0.0
S0002063,,2025-12-20T20:03:28,web,email,C007,,0,True,True,True,True,True,2025-12-20 20:03:50,2025-12-20 20:09:43,2025-12-20 20:03:50,353.0,218.0,309.0,0.0,0.0
S0002064,,2026-01-15T19:01:33,web,search,C006,,0,False,False,False,False,False,2026-01-15 19:01:42,2026-01-15 19:01:42,2026-01-15 19:01:42,0.0,0.0,0.0,0.0,0.0
S0002065,,2025-11-21T15:04:45,web,search,C038,,0,True,True,True,True,True,2025-11-21 15:05:31,2025-11-21 15:11:25,2025-11-21 15:05:31,354.0,139.0,258.0,354.0,1775.73
S0002066,U001260,2025-11-17T10:04:21,mobile,organic,C016,,1,True,True,True,True,True,2025-11-17 10:05:00,2025-11-17 10:07:14,2025-11-17 10:05:00,134.0,134.0,0.0,0.0,0.0
S0002067,U001753,2025-12-12T18:01:21,mobile,organic,C039,,0,True,True,True,True,True,2025-12-12 18:01:54,2025-12-12 18:02:42,2025-12-12 18:01:54,48.0,0.0,0.0,0.0,0.0
S0002068,,2025-11-29T02:07:12,mobile,referral,C025,,0,True,True,True,True,True,2025-11-29 02:08:22,2025-11-29 02:10:53,2025-11-29 02:08:22,151.0,151.0,0.0,0.0,0.0
S0002069,,2025-12-03T01:53:07,mobile,email,C031,,0,False,False,False,False,False,2025-12-03 01:55:05,2025-12-03 01:55:05,2025-12-03 01:55:05,0.0,0.0,0.0,0.0,0.0
S0002070,U000701,2025-10-27T16:12:52,mobile,search,C038,,1,True,True,True,True,True,2025-10-27 16:14:17,2025-10-27 16:16:36,2025-10-27 16:14:17,139.0,139.0,0.0,0.0,0.0
S0002071,U002162,2025-11-03T18:46:45,mobile,organic,C021,,1,False,False,False,False,False,2025-11-03 18:48:15,2025-11-03 18:48:15,2025-11-03 18:48:15,0.0,0.0,0.0,0.0,0.0
S0002072,U000054,2026-01-13T14:59:09,web,paid_social,C003,B,0,False,False,False,False,False,2026-01-13 14:59:18,2026-01-13 14:59:18,2026-01-13 14:59:18,0.0,0.0,0.0,0.0,0.0
S0002073,U000649,2025-10-27T14:05:08,mobile,referral,C033,,0,False,False,False,False,False,2025-10-27 14:06:44,2025-10-27 14:06:44,2025-10-27 14:06:44,0.0,0.0,0.0,0.0,0.0
S0002074,U001619,2025-12-13T13:17:26,web,referral,C015,,0,False,False,False,False,False,2025-12-13 13:17:57,2025-12-13 13:17:57,2025-12-13 13:17:57,0.0,0.0,0.0,0.0,0.0
S0002075,U001201,2025-12-28T08:27:29,mobile,paid_social,C007,,0,True,True,True,True,True,2025-12-28 08:29:05,2025-12-28 08:29:24,2025-12-28 08:29:05,19.0,0.0,0.0,0.0,0.0
S0002076,U001357,2025-10-22T12:12:04,web,paid_social,C011,B,1,False,False,False,False,False,2025-10-22 12:13:57,2025-10-22 12:13:57,2025-10-22 12:13:57,0.0,0.0,0.0,0.0,0.0
S0002077,U000048,2025-11-10T11:42:43,mobile,organic,C040,,1,False,False,False,False,False,2025-11-10 11:44:17,2025-11-10 11:44:17,2025-11-10 11:44:17,0.0,0.0,0.0,0.0,0.0
S0002078,U000482,2025-11-24T09:03:06,web,organic,C017,A,1,True,True,True,True,True,2025-11-24 09:04:28,2025-11-24 09:05:41,2025-11-24 09:04:28,73.0,0.0,0.0,0.0,0.0
S0002079,U001319,2025-12-06T01:18:06,mobile,organic,C024,,1,True,True,True,True,True,2025-12-06 01:18:39,2025-12-06 01:20:21,2025-12-06 01:18:39,102.0,102.0,0.0,0.0,0.0
S0002080,U000693,2025-11-21T04:25:19,mobile,search,C032,,1,True,True,True,True,True,2025-11-21 04:25:48,2025-11-21 04:27:28,2025-11-21 04:25:48,100.0,0.0,0.0,0.0,0.0
S0002081,U001035,2025-12-18T20:24:52,mobile,referral,C024,,0,True,True,True,True,True,2025-12-18 20:25:34,2025-12-18 20:26:38,2025-12-18 20:25:34,64.0,0.0,0.0,0.0,0.0
S0002082,,2025-11-10T19:35:41,web,email,C007,,0,True,True,True,True,True,2025-11-10 19:35:48,2025-11-10 19:43:35,2025-11-10 19:35:48,467.0,193.0,288.0,467.0,3767.07
S0002083,U001404,2025-10-23T17:37:09,web,organic,C004,B,0,False,False,False,False,False,2025-10-23 17:39:05,2025-10-23 17:39:05,2025-10-23 17:39:05,0.0,0.0,0.0,0.0,0.0
S0002084,U001387,2025-10-21T13:58:10,mobile,search,C038,,0,True,True,True,True,True,2025-10-21 13:59:14,2025-10-21 14:00:40,2025-10-21 13:59:14,86.0,0.0,0.0,0.0,0.0
S0002085,U000433,2025-11-21T12:52:55,web,organic,C009,A,0,False,False,False,False,False,2025-11-21 12:53:58,2025-11-21 12:53:58,2025-11-21 12:53:58,0.0,0.0,0.0,0.0,0.0
S0002086,U001311,2025-11-22T23:46:04,web,search,C011,A,0,False,False,False,False,False,2025-11-22 23:46:35,2025-11-22 23:46:35,2025-11-22 23:46:35,0.0,0.0,0.0,0.0,0.0
S0002087,U002113,2026-01-14T19:33:39,mobile,email,C002,,1,True,True,True,True,True,2026-01-14 19:35:05,2026-01-14 19:41:25,2026-01-14 19:35:05,380.0,120.0,228.0,380.0,7431.43
S0002088,U001408,2025-10-25T11:18:08,mobile,email,C031,,0,False,False,False,False,False,2025-10-25 11:19:40,2025-10-25 11:19:40,2025-10-25 11:19:40,0.0,0.0,0.0,0.0,0.0
S0002089,U001728,2025-12-08T03:31:00,web,email,C021,,1,True,True,True,True,True,2025-12-08 03:32:27,2025-12-08 03:37:33,2025-12-08 03:32:27,306.0,113.0,187.0,306.0,11798.9
S0002090,U002100,2025-12-12T10:39:10,web,search,C026,B,1,False,False,False,False,False,2025-12-12 10:40:02,2025-12-12 10:40:02,2025-12-12 10:40:02,0.0,0.0,0.0,0.0,0.0
S0002091,,2025-12-23T09:00:36,mobile,paid_social,C008,,0,True,True,True,True,True,2025-12-23 09:01:55,2025-12-23 09:03:15,2025-12-23 09:01:55,80.0,0.0,0.0,0.0,0.0
S0002092,U000748,2025-12-17T22:14:34,mobile,referral,C022,,0,False,False,False,False,False,2025-12-17 22:14:57,2025-12-17 22:14:57,2025-12-17 22:14:57,0.0,0.0,0.0,0.0,0.0
S0002093,U000651,2025-10-22T04:09:26,mobile,paid_social,C023,,0,True,True,True,True,True,2025-10-22 04:10:45,2025-10-22 04:10:58,2025-10-22 04:10:45,13.0,0.0,0.0,0.0,0.0
S0002094,U000619,2025-12-17T07:23:19,mobile,organic,C034,,0,False,False,False,False,False,2025-12-17 07:24:37,2025-12-17 07:24:37,2025-12-17 07:24:37,0.0,0.0,0.0,0.0,0.0
S0002095,U001695,2025-11-19T10:56:02,web,organic,C029,,0,True,True,True,True,True,2025-11-19 10:56:30,2025-11-19 10:58:09,2025-11-19 10:56:30,99.0,0.0,0.0,0.0,0.0
S0002096,,2025-12-29T23:58:23,mobile,organic,C025,,0,True,True,True,True,True,2025-12-30 00:00:21,2025-12-30 00:00:29,2025-12-30 00:00:21,8.0,0.0,0.0,0.0,0.0
S0002097,U001810,2025-11-07T09:26:43,mobile,organic,C027,,0,True,True,True,True,True,2025-11-07 09:27:07,2025-11-07 09:27:21,2025-11-07 09:27:07,14.0,0.0,0.0,0.0,0.0
S0002098,U001763,2025-12-24T21:34:49,web,search,C032,,0,False,False,False,False,False,2025-12-24 21:35:31,2025-12-24 21:35:31,2025-12-24 21:35:31,0.0,0.0,0.0,0.0,0.0
S0002099,U001466,2025-12-16T17:38:45,web,paid_social,C009,A,0,False,False,False,False,False,2025-12-16 17:40:42,2025-12-16 17:40:42,2025-12-16 17:40:42,0.0,0.0,0.0,0.0,0.0
S0002100,U000267,2025-12-19T03:31:28,mobile,organic,C024,,0,True,True,True,True,True,2025-12-19 03:33:16,2025-12-19 03:35:07,2025-12-19 03:33:16,111.0,0.0,0.0,0.0,0.0
S0002101,U001567,2025-11-06T06:37:23,web,organic,C038,A,1,False,False,False,False,False,2025-11-06 06:38:41,2025-11-06 06:38:41,2025-11-06 06:38:41,0.0,0.0,0.0,0.0,0.0
S0002102,U000456,2025-12-20T15:59:31,mobile,organic,C029,,0,False,False,False,False,False,2025-12-20 16:00:13,2025-12-20 16:00:13,2025-12-20 16:00:13,0.0,0.0,0.0,0.0,0.0
S0002103,U001216,2025-12-26T18:26:58,web,email,C034,A,0,True,True,True,True,True,2025-12-26 18:27:33,2025-12-26 18:28:05,2025-12-26 18:27:33,32.0,0.0,0.0,0.0,0.0
S0002104,,2025-12-04T11:42:08,web,organic,C002,,0,False,False,False,False,False,2025-12-04 11:43:37,2025-12-04 11:43:37,2025-12-04 11:43:37,0.0,0.0,0.0,0.0,0.0
S0002105,,2025-11-21T01:45:57,mobile,organic,C034,,0,True,True,True,True,True,2025-11-21 01:46:03,2025-11-21 01:46:23,2025-11-21 01:46:03,20.0,0.0,0.0,0.0,0.0
S0002106,,2025-11-05T10:20:04,web,paid_social,C026,,0,False,False,False,False,False,2025-11-05 10:21:12,2025-11-05 10:21:12,2025-11-05 10:21:12,0.0,0.0,0.0,0.0,0.0
S0002107,U000993,2025-11-16T12:53:27,web,search,C008,B,1,False,False,False,False,False,2025-11-16 12:53:45,2025-11-16 12:53:45,2025-11-16 12:53:45,0.0,0.0,0.0,0.0,0.0
S0002108,U001412,2025-12-29T04:26:43,web,organic,C036,A,1,False,False,False,False,False,2025-12-29 04:27:51,2025-12-29 04:27:51,2025-12-29 04:27:51,0.0,0.0,0.0,0.0,0.0
S0002109,U001080,2025-11-27T06:52:54,mobile,email,C036,,1,True,True,True,True,True,2025-11-27 06:53:19,2025-11-27 06:55:05,2025-11-27 06:53:19,106.0,0.0,0.0,0.0,0.0
S0002110,U000819,2025-12-23T16:26:12,mobile,search,C027,,0,True,True,True,True,True,2025-12-23 16:27:06,2025-12-23 16:28:58,2025-12-23 16:27:06,112.0,0.0,0.0,0.0,0.0
S0002111,,2025-12-27T01:10:24,web,search,C039,,0,False,False,False,False,False,2025-12-27 01:12:12,2025-12-27 01:12:12,2025-12-27 01:12:12,0.0,0.0,0.0,0.0,0.0
S0002112,,2025-12-21T02:47:01,mobile,paid_social,C033,,0,True,True,True,True,True,2025-12-21 02:48:37,2025-12-21 02:50:06,2025-12-21 02:48:37,89.0,0.0,0.0,0.0,0.0
S0002113,U001938,2025-12-21T01:25:08,mobile,organic,C017,,0,True,True,True,True,True,2025-12-21 01:26:11,2025-12-21 01:32:37,2025-12-21 01:26:11,386.0,176.0,183.0,386.0,10864.1
