session_id,session_start_ts,variant,device,channel,segment,is_new_user,has_productview,has_addtocart,has_begincheckout,has_paymentattempt,has_purchase,net_amount
S0001828,2025-11-26T20:51:25,B,web,organic,premium,1,False,False,False,False,False,0.0
S0001832,2026-01-10T07:18:02,A,web,organic,regular,0,True,False,False,False,False,0.0
S0001834,2025-10-28T06:21:15,B,web,search,regular,0,False,False,False,False,False,0.0
S0001838,2025-12-12T10:20:42,B,web,organic,value,0,False,False,False,False,False,0.0
S0001840,2025-10-26T19:05:17,B,web,referral,regular,1,True,False,False,False,False,0.0
S0001841,2025-12-25T21:31:10,A,web,paid_social,value,0,True,False,False,False,False,0.0
S0001846,2025-12-31T12:37:46,B,web,paid_social,value,0,True,False,False,False,False,0.0
S0001851,2026-01-05T15:55:05,A,web,paid_social,value,0,True,False,False,False,False,0.0
S0001853,2025-12-23T01:32:53,A,web,organic,regular,0,False,False,False,False,False,0.0
S0001860,2025-12-12T07:41:38,B,web,organic,value,0,True,False,False,False,False,0.0
S0001865,2026-01-15T22:29:08,A,web,organic,value,0,True,False,False,False,False,0.0
S0001872,2025-11-04T05:53:58,A,web,organic,regular,1,True,False,False,False,False,0.0
S0001873,2025-11-29T07:37:47,B,web,organic,regular,1,True,False,False,False,False,0.0
S0001874,2025-12-01T11:28:52,A,web,organic,regular,0,False,False,False,False,False,0.0
S0001878,2026-01-04T08:48:58,B,web,paid_social,regular,1,True,True,True,True,True,3819.96
S0001879,2026-01-18T20:10:44,A,web,organic,value,0,False,False,False,False,False,0.0
S0001884,2025-11-20T12:21:34,B,web,organic,regular,0,True,False,False,False,False,0.0
S0001888,2025-12-04T23:27:15,B,web,organic,regular,0,True,False,False,False,False,0.0
S0001890,2025-11-20T10:31:22,A,web,organic,premium,1,True,False,False,False,False,0.0
S0001891,2025-11-24T21:19:16,A,web,referral,regular,0,False,False,False,False,False,0.0
S0001892,2026-01-07T08:20:43,A,web,search,regular,1,False,False,False,False,False,0.0
S0001893,2026-01-16T22:32:47,A,web,organic,value,1,False,False,False,False,False,0.0
S0001896,2025-10-31T13:54:13,A,web,search,value,0,False,False,False,False,False,0.0
S0001897,2025-11-09T06:27:33,B,web,referral,value,0,True,True,False,False,False,0.0
S0001907,2025-10-29T11:33:14,A,web,organic,value,1,False,False,False,False,False,0.0
S0001908,2026-01-05T20:03:19,B,web,search,regular,0,True,False,False,False,False,0.0
S0001909,2025-11-01T22:06:20,A,web,organic,regular,0,True,True,False,False,False,0.0
S0001912,2025-11-07T13:25:36,B,web,referral,regular,1,True,False,False,False,False,0.0
S0001914,2025-12-17T21:31:53,B,web,organic,premium,0,True,False,False,False,False,0.0
S0001915,2025-11-25T19:44:05,A,web,organic,value,1,True,False,False,False,False,0.0
S0001916,2025-10-29T16:56:26,B,web,search,regular,0,False,False,False,False,False,0.0
S0001918,2025-10-28T13:33:54,B,web,organic,regular,0,True,False,False,False,False,0.0
S0001920,2025-11-11T05:18:17,B,web,organic,premium,0,True,False,False,False,False,0.0
S0001924,2025-11-20T18:32:20,B,web,organic,value,0,True,True,True,True,True,1593.81
S0001926,2025-11-16T05:49:56,A,web,organic,value,0,True,False,False,False,False,0.0
S0001927,2025-11-11T23:15:27,B,web,organic,value,1,False,False,False,False,False,0.0
S0001929,2025-11-21T12:48:44,B,web,paid_social,regular,1,False,False,False,False,False,0.0
S0001931,2025-12-21T02:11:22,B,web,organic,value,1,True,True,True,True,False,0.0
S0001938,2025-12-21T10:42:46,A,web,referral,premium,0,True,False,False,False,False,0.0
S0001940,2025-11-11T00:01:21,A,web,search,regular,1,True,False,False,False,False,0.0
S0001941,2025-11-03T04:07:27,A,web,search,value,0,False,False,False,False,False,0.0
S0001942,2025-12-04T06:31:51,B,web,paid_social,regular,0,False,False,False,False,False,0.0
S0001946,2026-01-11T12:35:07,A,web,paid_social,regular,1,True,False,False,False,False,0.0
S0001947,2026-01-16T19:38:05,B,web,search,regular,0,False,False,False,False,False,0.0
S0001948,2025-12-25T22:44:06,B,web,email,value,0,False,False,False,False,False,0.0
S0001953,2025-11-06T18:29:41,A,web,email,value,1,True,True,False,False,False,0.0
S0001956,2025-11-20T22:39:29,B,web,paid_social,regular,0,False,False,False,False,False,0.0
S0001958,2025-11-28T09:57:06,B,web,email,regular,0,True,False,False,False,False,0.0
S0001961,2025-12-11T02:38:57,A,web,email,premium,0,True,True,True,True,True,10713.81
S0001967,2026-01-18T21:51:57,A,web,organic,regular,0,False,False,False,False,False,0.0
S0001968,2025-12-29T22:11:22,B,web,email,value,0,True,True,True,True,True,7128.37
S0001970,2025-11-17T13:29:46,B,web,search,regular,1,False,False,False,False,False,0.0
S0001973,2025-12-19T10:15:25,B,web,search,regular,1,True,True,True,True,False,0.0
S0001975,2026-01-09T10:48:51,B,web,organic,value,0,False,False,False,False,False,0.0
S0001976,2025-12-01T12:10:25,B,web,search,regular,1,True,False,False,False,False,0.0
S0001980,2025-12-03T04:11:42,B,web,search,premium,0,True,False,False,False,False,0.0
S0001981,2025-12-30T08:10:10,B,web,organic,value,0,True,True,True,True,True,4356.86
S0001983,2025-11-09T20:30:42,A,web,organic,premium,0,True,False,False,False,False,0.0
S0001984,2025-11-17T02:52:53,B,web,organic,premium,0,False,False,False,False,False,0.0
S0001989,2025-12-01T02:30:44,B,web,organic,premium,0,True,False,False,False,False,0.0
S0001992,2026-01-05T09:58:18,A,web,organic,value,0,False,False,False,False,False,0.0
S0001995,2025-11-14T14:55:14,A,web,email,regular,0,False,False,False,False,False,0.0
S0002002,2025-11-18T01:15:16,B,web,paid_social,value,0,False,False,False,False,False,0.0
S0002005,2025-12-08T04:51:24,B,web,paid_social,value,0,True,True,False,False,False,0.0
S0002010,2025-11-09T00:03:37,A,web,organic,regular,0,True,False,False,False,False,0.0
S0002012,2025-11-01T01:58:41,B,web,paid_social,value,0,True,False,False,False,False,0.0
S0002015,2025-10-28T15:11:59,A,web,organic,regular,1,False,False,False,False,False,0.0
S0002017,2025-12-19T02:11:04,B,web,search,regular,0,True,False,False,False,False,0.0
S0002025,2025-12-25T03:22:59,B,web,paid_social,regular,0,True,False,False,False,False,0.0
S0002029,2025-12-09T17:59:54,A,web,referral,regular,0,True,False,False,False,False,0.0
S0002030,2025-12-13T18:27:26,A,web,search,regular,0,True,False,False,False,False,0.0
S0002031,2025-11-18T03:08:24,B,web,search,value,0,True,True,False,False,False,0.0
S0002038,2026-01-06T15:47:45,B,web,organic,value,0,True,False,False,False,False,0.0
S0002042,2026-01-04T17:19:05,A,web,referral,regular,0,False,False,False,False,False,0.0
S0002043,2026-01-11T04:35:11,B,web,search,value,0,True,True,True,True,True,14385.61
S0002047,2025-12-24T15:23:50,B,web,search,regular,0,False,False,False,False,False,0.0
S0002053,2026-01-10T16:45:21,B,web,organic,value,1,False,False,False,False,False,0.0
S0002055,2025-11-04T04:22:02,A,web,organic,value,0,False,False,False,False,False,0.0
S0002057,2025-12-28T18:41:21,B,web,search,value,0,True,True,False,False,False,0.0
S0002059,2025-10-31T17:46:38,B,web,email,regular,1,True,True,True,True,True,9931.58
S0002060,2025-12-16T09:28:31,A,web,email,value,0,True,False,False,False,False,0.0
S0002061,2025-12-11T11:54:57,B,web,paid_social,value,0,True,False,False,False,False,0.0
S0002062,2025-12-20T15:10:45,B,web,paid_social,value,0,False,False,False,False,False,0.0
S0002072,2026-01-13T14:59:09,B,web,paid_social,regular,0,False,False,False,False,False,0.0
S0002076,2025-10-22T12:12:04,B,web,paid_social,value,1,False,False,False,False,False,0.0
S0002078,2025-11-24T09:03:06,A,web,organic,value,1,True,False,False,False,False,0.0
S0002083,2025-10-23T17:37:09,B,web,organic,regular,0,False,False,False,False,False,0.0
S0002085,2025-11-21T12:52:55,A,web,organic,regular,0,False,False,False,False,False,0.0
S0002086,2025-11-22T23:46:04,A,web,search,value,0,False,False,False,False,False,0.0
S0002090,2025-12-12T10:39:10,B,web,search,value,1,False,False,False,False,False,0.0
S0002099,2025-12-16T17:38:45,A,web,paid_social,value,0,False,False,False,False,False,0.0
S0002101,2025-11-06T06:37:23,A,web,organic,value,1,False,False,False,False,False,0.0
S0002103,2025-12-26T18:26:58,A,web,email,premium,0,True,False,False,False,False,0.0
S0002107,2025-11-16T12:53:27,B,web,search,premium,1,False,False,False,False,False,0.0
S0002108,2025-12-29T04:26:43,A,web,organic,value,1,False,False,False,False,False,0.0
S0002114,2025-12-15T09:55:18,A,web,organic,regular,1,True,False,False,False,False,0.0
S0002115,2025-12-07T02:22:03,A,web,search,regular,1,True,False,False,False,False,0.0
S0002117,2026-01-05T07:01:53,A,web,organic,value,0,True,True,True,True,True,770.77
S0002118,2026-01-16T05:23:12,B,web,organic,regular,0,False,False,False,False,False,0.0
S0002123,2025-12-25T15:11:01,B,web,search,value,1,True,False,False,False,False,0.0
S0002125,2025-11-11T19:04:05,B,web,organic,regular,0,True,False,False,False,False,0.0
S0002126,2025-10-25T16:17:21,A,web,organic,regular,0,False,False,False,False,False,0.0
S0002128,2025-12-31T06:56:20,A,web,organic,regular,0,False,False,False,False,False,0.0
S0002130,2025-12-31T00:57:49,A,web,search,value,0,False,False,False,False,False,0.0
S0002145,2026-01-12T12:29:33,B,web,organic,regular,0,False,False,False,False,False,0.0
S0002148,2026-01-11T15:41:01,B,web,email,regular,0,True,False,False,False,False,0.0
S0002149,2026-01-06T14:41:49,A,web,organic,value,0,False,False,False,False,False,0.0
S0002156,2025-11-06T06:47:22,B,web,search,regular,0,False,False,False,False,False,0.0
S0002157,2025-10-26T16:14:22,A,web,organic,premium,0,False,False,False,False,False,0.0
S0002160,2025-11-23T12:52:54,B,web,referral,regular,1,True,True,True,True,True,8868.0
S0002161,2026-01-09T18:11:41,B,web,search,value,0,False,False,False,False,False,0.0
S0002164,2025-11-10T12:17:15,B,web,organic,regular,0,False,False,False,False,False,0.0
S0002172,2025-11-23T09:15:00,A,web,search,value,0,True,False,False,False,False,0.0
S0002175,2025-12-31T00:47:05,B,web,organic,value,0,True,False,False,False,False,0.0
S0002185,2025-10-24T22:34:48,A,web,search,regular,1,True,False,False,False,False,0.0
S0002186,2025-10-25T19:28:40,B,web,referral,regular,0,True,True,True,True,True,6281.05
S0002194,2026-01-17T10:21:12,A,web,search,regular,0,True,False,False,False,False,0.0
S0002195,2025-10-31T02:49:42,A,web,organic,regular,0,True,False,False,False,False,0.0
S0002197,2025-10-22T11:33:52,B,web,organic,premium,0,True,False,False,False,False,0.0
S0002205,2025-11-13T11:06:06,B,web,search,regular,0,False,False,False,False,False,0.0
S0002208,2025-10-30T13:10:53,B,web,organic,value,0,True,False,False,False,False,0.0
S0002209,2025-11-28T12:51:55,B,web,search,value,0,True,False,False,False,False,0.0
S0002217,2025-12-15T01:04:19,B,web,email,premium,0,True,True,False,False,False,0.0
S0002218,2026-01-09T20:43:35,B,web,search,value,1,True,False,False,False,False,0.0
S0002224,2025-12-31T23:21:39,A,web,organic,value,0,True,False,False,False,False,0.0
S0002225,2025-12-20T12:32:45,A,web,organic,value,0,True,False,False,False,False,0.0
S0002226,2026-01-17T22:26:05,A,web,organic,value,0,True,False,False,False,False,0.0
S0002228,2025-12-27T04:18:03,A,web,search,value,0,True,False,False,False,False,0.0
S0002230,2025-12-26T07:53:17,B,web,organic,regular,0,False,False,False,False,False,0.0
S0002237,2026-01-04T10:38:49,B,web,paid_social,value,0,True,False,False,False,False,0.0
S0002240,2025-11-03T00:51:53,A,web,organic,regular,1,True,True,True,True,True,13165.27
S0002243,2025-12-18T07:49:58,A,web,organic,regular,1,False,False,False,False,False,0.0
S0002245,2026-01-19T08:31:50,A,web,search,premium,0,False,False,False,False,False,0.0
S0002250,2025-11-12T00:41:20,B,web,organic,regular,0,False,False,False,False,False,0.0
S0002257,2025-11-29T21:09:45,A,web,search,regular,0,True,True,False,False,False,0.0
S0002260,2025-10-28T21:29:36,B,web,search,regular,0,False,False,False,False,False,0.0
S0002261,2026-01-18T17:43:37,A,web,search,premium,1,True,False,False,False,False,0.0
S0002263,2025-12-19T20:16:12,A,web,paid_social,value,0,True,False,False,False,False,0.0
S0002264,2025-12-28T12:14:06,B,web,organic,value,0,True,True,True,True,True,14998.36
S0002266,2025-12-29T08:57:07,A,web,organic,value,0,True,True,False,False,False,0.0
S0002273,2025-10-31T06:29:47,A,web,search,value,1,True,False,False,False,False,0.0
S0002287,2026-01-09T04:26:08,A,web,organic,value,0,False,False,False,False,False,0.0
S0002288,2025-12-06T23:34:26,B,web,email,premium,0,True,False,False,False,False,0.0
S0002297,2025-12-20T10:52:11,A,web,search,value,0,True,False,False,False,False,0.0
S0002298,2026-01-12T08:09:28,A,web,paid_social,value,0,True,True,True,True,True,12962.0
S0002299,2025-11-13T13:21:55,A,web,organic,value,0,True,True,True,True,True,2617.64
S0002301,2025-11-23T01:05:07,A,web,referral,regular,0,False,False,False,False,False,0.0
S0002307,2025-12-15T23:41:44,A,web,paid_social,regular,0,False,False,False,False,False,0.0
S0002310,2025-10-28T04:41:48,B,web,paid_social,regular,0,True,False,False,False,False,0.0
S0002311,2026-01-18T15:04:32,A,web,search,regular,0,False,False,False,False,False,0.0
S0002314,2025-11-11T16:09:15,A,web,search,value,1,False,False,False,False,False,0.0
S0002315,2026-01-11T03:43:46,A,web,referral,value,0,False,False,False,False,False,0.0
S0002316,2025-12-29T04:08:35,A,web,organic,premium,0,False,False,False,False,False,0.0
S0002317,2025-12-01T14:24:30,A,web,organic,value,1,True,True,True,True,True,12824.15
S0002320,2026-01-09T20:54:15,A,web,search,regular,0,True,False,False,False,False,0.0
S0002343,2026-01-07T13:01:34,B,web,paid_social,regular,0,True,False,False,False,False,0.0
S0002347,2025-12-12T10:49:28,A,web,email,value,0,False,False,False,False,False,0.0
S0002349,2026-01-01T19:08:00,A,web,paid_social,value,0,False,False,False,False,False,0.0
S0002363,2025-12-10T15:22:45,A,web,paid_social,value,0,True,False,False,False,False,0.0
S0002375,2026-01-16T05:54:24,A,web,search,regular,0,False,False,False,False,False,0.0
S0002376,2025-10-29T04:30:11,A,web,email,regular,1,False,False,False,False,False,0.0
S0002378,2025-12-23T21:55:55,B,web,organic,premium,0,True,False,False,False,False,0.0
S0002379,2025-11-04T15:17:12,B,web,organic,value,0,False,False,False,False,False,0.0
S0002381,2025-10-25T07:43:46,B,web,search,premium,1,True,False,False,False,False,0.0
S0002385,2026-01-18T12:59:38,B,web,search,value,0,False,False,False,False,False,0.0
S0002388,2026-01-10T14:49:13,A,web,organic,regular,0,True,True,True,True,True,7590.09
S0002390,2025-11-19T13:32:02,B,web,search,value,0,False,False,False,False,False,0.0
S0002392,2026-01-09T04:40:55,A,web,organic,regular,0,True,False,False,False,False,0.0
S0002395,2025-11-04T04:08:22,B,web,referral,premium,0,True,False,False,False,False,0.0
S0002396,2025-10-28T00:15:43,A,web,paid_social,value,0,False,False,False,False,False,0.0
S0002405,2025-10-31T20:33:32,A,web,paid_social,regular,1,True,False,False,False,False,0.0
S0002406,2026-01-07T08:15:05,A,web,organic,value,0,False,False,False,False,False,0.0
S0002407,2025-12-15T06:20:56,A,web,paid_social,premium,0,True,False,False,False,False,0.0
S0002410,2025-11-27T22:40:57,A,web,organic,value,1,False,False,False,False,False,0.0
S0002412,2025-12-15T05:44:04,A,web,organic,value,0,True,False,False,False,False,0.0
S0002413,2025-12-18T12:15:21,A,web,organic,value,0,False,False,False,False,False,0.0
S0002414,2025-12-23T06:02:48,B,web,email,premium,1,True,False,False,False,False,0.0
S0002415,2025-10-30T17:49:15,B,web,referral,premium,1,False,False,False,False,False,0.0
S0002416,2025-11-17T21:12:29,A,web,search,regular,0,False,False,False,False,False,0.0
S0002417,2025-10-23T00:02:50,B,web,referral,value,0,True,False,False,False,False,0.0
S0002419,2025-11-29T02:08:42,B,web,search,regular,1,True,True,True,True,True,8549.55
S0002421,2025-11-05T11:32:55,A,web,referral,regular,1,False,False,False,False,False,0.0
S0002422,2025-12-17T06:36:15,A,web,paid_social,value,1,True,False,False,False,False,0.0
S0002426,2025-10-27T21:07:11,B,web,organic,premium,1,True,False,False,False,False,0.0
S0002427,2025-11-21T06:59:13,A,web,organic,regular,0,False,False,False,False,False,0.0
S0002430,2025-11-08T08:54:03,B,web,organic,value,1,False,False,False,False,False,0.0
S0002431,2026-01-14T16:59:17,A,web,email,regular,0,False,False,False,False,False,0.0
S0002437,2026-01-07T20:32:22,B,web,organic,regular,0,True,False,False,False,False,0.0
S0002439,2025-11-06T07:41:05,A,web,search,value,1,True,False,False,False,False,0.0
S0002442,2026-01-07T18:15:57,B,web,organic,regular,0,True,False,False,False,False,0.0
S0002444,2025-12-03T16:02:56,A,web,paid_social,regular,1,False,False,False,False,False,0.0
S0002445,2025-12-28T00:09:47,B,web,organic,regular,0,True,False,False,False,False,0.0
S0002448,2025-11-25T00:56:26,B,web,organic,regular,0,True,False,False,False,False,0.0
S0002455,2025-12-29T22:42:19,B,web,referral,regular,0,True,True,True,True,True,10619.7
S0002459,2026-01-10T05:30:00,B,web,search,value,0,False,False,False,False,False,0.0
S0002461,2025-12-07T15:18:00,A,web,paid_social,regular,0,False,False,False,False,False,0.0
S0002466,2025-11-01T05:42:20,A,web,search,regular,0,False,False,False,False,False,0.0
S0002470,2025-11-05T21:34:01,A,web,organic,premium,0,False,False,False,False,False,0.0
S0002472,2025-10-27T18:39:13,B,web,organic,regular,1,True,False,False,False,False,0.0
S0002475,2026-01-18T21:38:11,A,web,organic,premium,0,True,True,False,False,False,0.0
S0002476,2025-11-15T07:51:04,A,web,organic,regular,0,True,True,True,True,True,9640.7
S0002482,2026-01-14T23:55:22,B,web,organic,premium,0,True,False,False,False,False,0.0
S0002486,2025-11-20T08:46:25,A,web,paid_social,regular,1,True,False,False,False,False,0.0
S0002490,2026-01-13T04:12:43,B,web,organic,regular,0,False,False,False,False,False,0.0
S0002491,2025-12-17T05:44:59,A,web,email,premium,0,True,False,False,False,False,0.0
S0002494,2025-10-22T13:32:27,A,web,referral,value,0,True,False,False,False,False,0.0
S0002495,2025-11-06T02:16:52,A,web,organic,value,1,False,False,False,False,False,0.0
S0002496,2025-11-03T17:02:34,A,web,organic,value,0,True,False,False,False,False,0.0
S0002500,2025-10-29T03:32:43,A,web,organic,value,1,False,False,False,False,False,0.0
S0002502,2025-11-12T20:27:54,B,web,referral,value,1,True,True,True,True,True,7089.88
S0002507,2025-12-28T16:03:45,A,web,organic,premium,0,False,False,False,False,False,0.0
S0002510,2025-12-16T23:31:00,A,web,email,value,1,True,False,False,False,False,0.0
S0002511,2026-01-11T03:02:42,A,web,email,value,0,False,False,False,False,False,0.0
S0002513,2025-12-17T10:37:36,A,web,search,value,0,False,False,False,False,False,0.0
S0002520,2025-12-21T03:53:46,B,web,search,value,1,True,True,False,False,False,0.0
S0002522,2025-12-05T05:01:16,B,web,search,regular,0,True,True,True,True,True,6428.56
S0002523,2025-10-27T18:12:35,A,web,email,premium,1,True,False,False,False,False,0.0
S0002528,2025-12-25T08:42:47,A,web,search,premium,1,False,False,False,False,False,0.0
S0002530,2025-12-24T06:54:39,A,web,email,regular,1,False,False,False,False,False,0.0
S0002531,2025-12-25T11:19:46,B,web,organic,value,0,False,False,False,False,False,0.0
S0002534,2025-10-22T14:35:09,B,web,search,regular,1,True,False,False,False,False,0.0
S0002535,2025-12-06T07:45:36,B,web,email,value,0,True,False,False,False,False,0.0
S0002536,2026-01-08T06:18:13,B,web,search,value,0,False,False,False,False,False,0.0
S0002537,2025-12-15T07:12:50,B,web,search,value,1,False,False,False,False,False,0.0
S0002538,2025-12-05T11:01:27,A,web,organic,regular,0,True,True,True,True,True,15581.28
S0002539,2026-01-12T18:39:44,A,web,referral,value,1,True,True,False,False,False,0.0
S0002543,2026-01-10T16:35:05,A,web,email,premium,0,False,False,False,False,False,0.0
S0002546,2026-01-16T17:15:59,B,web,email,regular,0,True,False,False,False,False,0.0
S0002554,2025-12-07T11:48:39,B,web,organic,value,0,True,False,False,False,False,0.0
S0002555,2025-12-23T05:34:23,A,web,referral,regular,0,True,False,False,False,False,0.0
S0002560,2025-12-28T20:46:16,B,web,paid_social,premium,0,False,False,False,False,False,0.0
S0002563,2026-01-10T20:36:22,A,web,paid_social,regular,0,True,False,False,False,False,0.0
S0002565,2025-10-21T19:40:32,B,web,email,value,0,True,False,False,False,False,0.0
S0002567,2025-12-29T03:20:38,A,web,organic,value,0,True,True,False,False,False,0.0
S0002570,2025-12-01T17:34:55,A,web,referral,value,0,False,False,False,False,False,0.0
S0002571,2025-11-08T15:11:11,A,web,email,value,0,True,False,False,False,False,0.0
S0002572,2025-12-25T08:46:53,A,web,referral,premium,1,True,True,True,True,True,9319.23
S0002574,2025-12-06T02:14:18,B,web,referral,regular,1,True,True,True,True,True,1885.61
S0002578,2026-01-07T16:20:22,A,web,email,regular,0,False,False,False,False,False,0.0
S0002580,2025-11-15T11:51:13,B,web,paid_social,premium,0,True,False,False,False,False,0.0
S0002586,2025-12-08T06:22:36,A,web,paid_social,value,1,True,False,False,False,False,0.0
S0002587,2025-12-19T12:53:56,B,web,search,regular,0,True,False,False,False,False,0.0
S0002596,2026-01-14T00:35:27,A,web,organic,regular,0,True,True,True,True,False,0.0
S0002598,2025-12-22T20:32:51,B,web,organic,regular,1,True,False,False,False,False,0.0
S0002602,2025-12-19T10:17:10,A,web,paid_social,premium,0,True,False,False,False,False,0.0
S0002603,2025-12-29T04:58:49,A,web,search,regular,0,True,False,False,False,False,0.0
S0002606,2025-11-08T15:33:18,A,web,email,value,1,True,False,False,False,False,0.0
S0002607,2025-11-03T11:56:44,B,web,organic,regular,1,False,False,False,False,False,0.0
S0002609,2025-12-01T07:45:11,B,web,organic,premium,0,True,False,False,False,False,0.0
S0002615,2026-01-04T12:31:26,B,web,paid_social,regular,0,True,False,False,False,False,0.0
S0002616,2025-12-19T10:33:31,A,web,organic,value,1,True,False,False,False,False,0.0
S0002617,2025-11-22T00:30:35,B,web,search,value,0,True,False,False,False,False,0.0
S0002621,2025-12-03T22:20:07,B,web,search,value,0,True,False,False,False,False,0.0
S0002624,2026-01-05T09:09:04,B,web,organic,premium,1,False,False,False,False,False,0.0
S0002627,2026-01-06T17:23:34,A,web,organic,regular,0,True,False,False,False,False,0.0
S0002628,2025-12-02T02:28:43,B,web,search,regular,0,True,False,False,False,False,0.0
S0002632,2025-11-26T04:12:01,A,web,organic,value,1,False,False,False,False,False,0.0
S0002636,2025-11-10T13:44:45,B,web,organic,value,1,True,False,False,False,False,0.0
S0002638,2025-11-14T15:34:50,A,web,email,value,0,True,False,False,False,False,0.0
S0002639,2025-12-18T00:15:34,B,web,organic,value,0,True,False,False,False,False,0.0
S0002641,2025-11-17T13:21:48,B,web,organic,value,0,True,True,True,True,False,0.0
S0002645,2025-12-06T19:29:06,A,web,search,value,1,True,False,False,False,False,0.0
S0002646,2025-12-25T19:12:24,A,web,organic,regular,1,False,False,False,False,False,0.0
S0002648,2025-11-30T18:50:03,A,web,referral,regular,1,False,False,False,False,False,0.0
S0002651,2026-01-08T15:22:45,B,web,email,value,0,True,False,False,False,False,0.0
S0002655,2025-11-04T11:14:54,A,web,paid_social,value,0,True,False,False,False,False,0.0
S0002656,2026-01-12T09:40:35,B,web,search,value,0,False,False,False,False,False,0.0
S0002659,2025-12-05T17:41:37,B,web,organic,regular,0,True,False,False,False,False,0.0
S0002666,2026-01-12T09:11:47,B,web,organic,value,0,False,False,False,False,False,0.0
S0002667,2026-01-18T22:04:08,B,web,search,value,0,False,False,False,False,False,0.0
S0002670,2025-11-05T21:42:21,B,web,paid_social,value,0,True,False,False,False,False,0.0
S0002676,2025-12-09T05:59:11,B,web,email,regular,0,True,False,False,False,False,0.0
S0002677,2025-11-11T13:48:40,B,web,referral,regular,1,True,False,False,False,False,0.0
S0002680,2025-11-04T07:07:38,A,web,organic,value,1,False,False,False,False,False,0.0
S0002681,2025-10-22T12:50:50,B,web,email,value,1,True,False,False,False,False,0.0
S0002682,2025-11-06T19:35:00,A,web,search,value,1,True,False,False,False,False,0.0
S0002683,2025-11-07T12:27:50,A,web,referral,regular,1,True,True,False,False,False,0.0
S0002686,2025-12-30T15:22:17,A,web,organic,regular,1,False,False,False,False,False,0.0
S0002694,2025-11-07T07:57:21,B,web,organic,regular,0,False,False,False,False,False,0.0
S0002698,2025-11-22T12:09:40,B,web,search,value,1,False,False,False,False,False,0.0
S0002700,2025-12-29T04:20:16,B,web,referral,value,0,False,False,False,False,False,0.0
S0002701,2025-10-26T08:17:27,A,web,organic,regular,0,True,True,True,True,True,12795.21
S0002702,2025-10-27T21:51:17,B,web,email,value,0,True,False,False,False,False,0.0
S0002705,2025-11-24T03:48:41,B,web,organic,regular,0,False,False,False,False,False,0.0
S0002707,2025-12-13T17:18:48,A,web,referral,value,0,True,True,True,True,True,12654.69
S0002708,2025-12-20T21:32:08,B,web,search,regular,0,False,False,False,False,False,0.0
S0002710,2025-12-18T23:42:20,B,web,email,regular,1,True,True,False,False,False,0.0
S0002711,2025-11-26T02:45:35,B,web,organic,value,0,True,True,True,True,True,12192.03
S0002712,2026-01-13T14:01:16,B,web,organic,premium,0,False,False,False,False,False,0.0
S0002716,2025-12-18T20:21:43,B,web,search,regular,0,False,False,False,False,False,0.0
S0002717,2025-12-13T16:41:32,B,web,search,value,0,True,False,False,False,False,0.0
S0002718,2025-12-21T22:34:08,B,web,search,regular,0,True,False,False,False,False,0.0
S0002719,2025-12-30T17:48:20,A,web,search,premium,0,True,True,False,False,False,0.0
S0002720,2026-01-11T19:04:59,A,web,organic,premium,0,True,False,False,False,False,0.0
S0002722,2025-12-17T03:46:36,A,web,paid_social,value,0,True,False,False,False,False,0.0
S0002724,2026-01-11T11:14:54,B,web,search,value,0,True,False,False,False,False,0.0
S0002725,2025-10-21T16:13:23,A,web,organic,premium,1,False,False,False,False,False,0.0
S0002728,2025-11-17T00:11:32,A,web,search,value,1,True,False,False,False,False,0.0
S0002730,2025-12-03T22:08:10,A,web,search,regular,0,True,False,False,False,False,0.0
S0002737,2025-11-30T19:27:32,B,web,email,regular,1,False,False,False,False,False,0.0
S0002742,2025-12-24T18:37:30,A,web,organic,regular,0,True,False,False,False,False,0.0
S0002745,2025-10-23T01:52:45,B,web,paid_social,premium,1,False,False,False,False,False,0.0
S0002747,2025-11-27T16:29:35,A,web,search,regular,0,True,False,False,False,False,0.0
S0002749,2025-12-18T05:57:21,A,web,referral,value,0,False,False,False,False,False,0.0
S0002760,2025-12-22T15:07:47,B,web,organic,regular,1,True,False,False,False,False,0.0
S0002762,2025-12-07T23:14:19,A,web,paid_social,regular,0,True,False,False,False,False,0.0
S0002763,2026-01-08T06:41:23,B,web,organic,premium,0,True,False,False,False,False,0.0
S0002764,2025-11-10T22:35:18,B,web,organic,regular,0,False,False,False,False,False,0.0
S0002771,2025-10-28T13:32:20,B,web,search,regular,0,False,False,False,False,False,0.0
S0002773,2025-12-30T12:23:08,B,web,email,value,1,False,False,False,False,False,0.0
S0002780,2025-11-09T21:20:56,B,web,search,premium,0,False,False,False,False,False,0.0
S0002791,2026-01-02T08:22:02,B,web,organic,regular,0,True,False,False,False,False,0.0
S0002795,2025-11-29T19:33:17,A,web,organic,value,1,True,True,True,True,True,8772.75
S0002800,2025-12-04T07:40:04,B,web,search,regular,0,True,True,True,True,False,0.0
S0002801,2026-01-03T08:32:12,B,web,organic,regular,0,True,True,True,True,False,0.0
S0002802,2025-12-18T08:05:04,A,web,paid_social,regular,0,True,True,True,True,False,0.0
S0002806,2025-11-11T06:26:22,A,web,email,regular,0,True,False,False,False,False,0.0
S0002807,2025-11-10T01:35:28,B,web,organic,regular,0,True,False,False,False,False,0.0
S0002809,2025-10-28T16:09:06,B,web,email,premium,1,True,True,False,False,False,0.0
