user_id,signup_date,city_tier,segment,preferred_device,lifetime_sessions,lifetime_orders,first_order_date,last_order_date,repeat_rate,lifetime_revenue,user_value_band
U000338,2026-01-12,1,regular,web,5.0,2.0,2026-01-11T02:24:45,2026-01-14T15:59:58,True,27446.84,high
U000339,2025-11-14,2,regular,web,3.0,0.0,,,False,0.0,
U000340,2025-07-12,1,premium,web,3.0,0.0,,,False,0.0,
U000341,2025-11-16,2,value,web,5.0,0.0,,,False,0.0,
U000342,2025-10-28,1,value,web,1.0,0.0,,,False,0.0,
U000343,2025-09-02,1,regular,mobile,6.0,0.0,,,False,0.0,
U000344,2025-08-17,1,value,web,1.0,0.0,,,False,0.0,
U000345,2025-11-21,2,value,mobile,6.0,0.0,,,False,0.0,
U000346,2025-11-26,1,value,web,3.0,0.0,,,False,0.0,
U000347,2025-08-31,1,regular,mobile,7.0,2.0,2025-12-22T18:25:53,2025-11-09T03:24:22,True,20327.87,high
U000348,2025-12-24,3,value,web,4.0,0.0,,,False,0.0,
U000349,2025-08-18,2,value,mobile,3.0,0.0,,,False,0.0,
U000350,2025-07-08,2,value,mobile,7.0,0.0,,,False,0.0,
U000351,2025-10-27,1,regular,web,4.0,0.0,,,False,0.0,
U000352,2025-07-15,2,premium,mobile,7.0,0.0,,,False,0.0,
U000353,2025-08-20,2,value,web,7.0,0.0,,,False,0.0,
U000354,2025-10-07,2,regular,mobile,4.0,1.0,2025-12-09T02:18:59,2025-12-09T02:18:59,False,2042.78,high
U000355,2025-08-22,1,regular,web,5.0,1.0,2026-01-07T06:14:07,2026-01-07T06:14:07,False,4579.91,high
U000356,2025-08-07,3,value,web,3.0,0.0,,,False,0.0,
U000357,2025-11-18,3,regular,web,7.0,0.0,,,False,0.0,
U000358,2025-10-16,1,regular,mobile,4.0,0.0,,,False,0.0,
U000359,2025-12-16,1,regular,web,7.0,1.0,2026-01-02T22:37:05,2026-01-02T22:37:05,False,7760.97,high
U000360,2025-10-23,1,value,mobile,4.0,1.0,2025-11-03T11:31:11,2025-11-03T11:31:11,False,1629.03,medium
U000361,2025-10-02,2,value,web,5.0,0.0,,,False,0.0,
U000362,2025-08-17,1,premium,web,6.0,0.0,,,False,0.0,
U000363,2025-12-06,3,regular,web,3.0,0.0,,,False,0.0,
U000364,2025-08-03,3,premium,mobile,6.0,0.0,,,False,0.0,
U000365,2025-08-13,3,premium,mobile,1.0,0.0,,,False,0.0,
U000366,2025-12-17,2,value,web,4.0,0.0,,,False,0.0,
U000367,2025-11-26,3,regular,mobile,6.0,2.0,2025-12-03T08:43:38,2025-12-09T03:07:09,True,16946.18,high
U000368,2025-10-30,1,regular,web,2.0,0.0,,,False,0.0,
U000369,2025-07-01,2,regular,web,2.0,0.0,,,False,0.0,
U000370,2025-07-20,2,value,web,5.0,0.0,,,False,0.0,
U000371,2025-10-06,3,value,web,2.0,0.0,,,False,0.0,
U000372,2025-11-27,2,regular,web,2.0,1.0,2025-11-09T01:18:34,2025-11-09T01:18:34,False,4586.48,high
U000373,2025-09-28,3,regular,mobile,1.0,0.0,,,False,0.0,
U000374,2025-06-27,1,regular,web,2.0,0.0,,,False,0.0,
U000375,2025-08-01,3,value,mobile,1.0,0.0,,,False,0.0,
U000376,2025-10-25,2,value,mobile,3.0,0.0,,,False,0.0,
U000377,2025-11-16,2,premium,mobile,4.0,0.0,,,False,0.0,
U000378,2025-06-30,3,regular,mobile,8.0,1.0,2026-01-01T12:18:31,2026-01-01T12:18:31,False,8883.0,high
U000379,2025-07-02,2,regular,mobile,3.0,0.0,,,False,0.0,
U000380,2025-08-17,2,regular,web,1.0,0.0,,,False,0.0,
U000381,2025-07-10,2,regular,web,4.0,0.0,,,False,0.0,
U000382,2025-10-15,1,regular,web,8.0,2.0,2026-01-03T14:18:21,2026-01-02T01:05:28,True,5511.04,high
U000383,2025-07-19,2,regular,mobile,3.0,0.0,,,False,0.0,
U000384,2025-11-06,1,regular,web,3.0,0.0,,,False,0.0,
U000385,2025-12-03,1,premium,mobile,3.0,0.0,,,False,0.0,
U000386,2026-01-13,3,premium,mobile,6.0,0.0,,,False,0.0,
U000387,2026-01-08,2,regular,web,5.0,1.0,2025-12-02T00:21:48,2025-12-02T00:21:48,False,4355.33,high
U000388,2025-08-19,2,regular,mobile,1.0,0.0,,,False,0.0,
U000389,2025-06-29,2,regular,web,5.0,1.0,2026-01-04T01:46:05,2026-01-04T01:46:05,False,2777.81,high
U000390,2025-08-31,2,regular,web,3.0,0.0,,,False,0.0,
U000391,2025-11-19,2,regular,mobile,4.0,1.0,2025-12-05T11:09:40,2025-12-05T11:09:40,False,15581.28,high
U000392,2025-07-05,3,regular,web,4.0,1.0,2025-10-25T15:12:32,2025-10-25T15:12:32,False,9440.12,high
U000393,2025-09-06,3,regular,web,1.0,0.0,,,False,0.0,
U000394,2025-08-25,2,regular,web,5.0,0.0,,,False,0.0,
U000395,2025-08-08,2,regular,web,2.0,0.0,,,False,0.0,
U000396,2025-11-18,2,value,mobile,1.0,0.0,,,False,0.0,
U000397,2025-11-08,2,regular,mobile,6.0,0.0,,,False,0.0,
U000398,2025-10-13,2,regular,web,3.0,0.0,,,False,0.0,
U000399,2025-12-31,2,value,web,1.0,0.0,,,False,0.0,
U000400,2025-07-15,2,premium,web,3.0,1.0,2025-11-23T08:48:00,2025-11-23T08:48:00,False,12868.98,high
U000401,2025-07-24,2,regular,mobile,1.0,0.0,,,False,0.0,
U000402,2025-09-11,2,value,mobile,1.0,0.0,,,False,0.0,
U000403,2025-11-08,2,regular,web,2.0,0.0,,,False,0.0,
U000404,2025-10-24,1,regular,web,2.0,0.0,,,False,0.0,
U000405,2025-07-08,1,regular,mobile,3.0,0.0,,,False,0.0,
U000406,2026-01-10,3,regular,mobile,3.0,0.0,,,False,0.0,
U000407,2025-08-26,2,premium,web,1.0,1.0,2025-12-07T09:44:15,2025-12-07T09:44:15,False,1777.1,medium
U000408,2025-09-06,1,regular,mobile,4.0,0.0,,,False,0.0,
U000409,2025-11-01,2,regular,web,3.0,0.0,,,False,0.0,
U000410,2026-01-07,3,value,web,3.0,0.0,,,False,0.0,
U000411,2025-11-09,2,regular,mobile,2.0,0.0,,,False,0.0,
U000412,2026-01-09,3,regular,web,4.0,0.0,,,False,0.0,
U000413,2025-08-01,3,regular,web,4.0,0.0,,,False,0.0,
U000414,2025-10-31,2,regular,mobile,2.0,0.0,,,False,0.0,
U000415,2025-12-14,2,regular,mobile,2.0,0.0,,,False,0.0,
U000416,2025-10-08,1,regular,web,1.0,0.0,,,False,0.0,
U000417,2025-09-07,3,value,mobile,7.0,2.0,2025-12-04T08:06:09,2026-01-18T23:48:08,True,12497.19,high
U000418,2026-01-16,2,premium,mobile,1.0,0.0,,,False,0.0,
U000419,2025-07-23,3,regular,mobile,4.0,0.0,,,False,0.0,
U000420,2025-09-17,2,premium,mobile,3.0,1.0,2025-11-13T15:04:21,2025-11-13T15:04:21,False,1450.06,medium
U000421,2025-12-23,1,premium,mobile,3.0,0.0,,,False,0.0,
U000422,2025-12-29,1,premium,web,1.0,0.0,,,False,0.0,
U000423,2026-01-15,2,regular,web,1.0,0.0,,,False,0.0,
U000424,2025-12-26,2,regular,mobile,4.0,0.0,,,False,0.0,
U000425,2025-07-04,1,value,mobile,4.0,0.0,,,False,0.0,
U000426,2026-01-04,3,regular,web,1.0,0.0,,,False,0.0,
U000427,2025-09-21,3,regular,web,6.0,1.0,2026-01-18T01:31:12,2026-01-18T01:31:12,False,5571.23,high
U000428,2025-11-07,2,regular,mobile,4.0,0.0,,,False,0.0,
U000429,2025-09-14,2,premium,web,1.0,0.0,,,False,0.0,
U000430,2025-12-11,1,value,web,4.0,0.0,,,False,0.0,
U000431,2025-10-22,3,regular,mobile,2.0,1.0,2026-01-03T12:08:29,2026-01-03T12:08:29,False,562.97,medium
U000432,2025-12-18,2,regular,mobile,2.0,0.0,,,False,0.0,
U000433,2025-08-03,3,regular,mobile,2.0,0.0,,,False,0.0,
U000434,2025-08-01,2,value,mobile,6.0,0.0,,,False,0.0,
U000435,2025-09-23,2,value,web,3.0,0.0,,,False,0.0,
U000436,2025-06-24,2,regular,mobile,3.0,0.0,,,False,0.0,
U000437,2025-11-15,1,regular,web,4.0,1.0,2025-10-30T06:59:19,2025-10-30T06:59:19,False,2006.3,high
U000438,2025-08-24,3,value,web,6.0,1.0,2025-11-06T09:48:24,2025-11-06T09:48:24,False,1576.89,medium
U000439,2025-10-18,2,value,mobile,3.0,1.0,2025-11-12T21:34:32,2025-11-12T21:34:32,False,5887.1,high
U000440,2025-07-08,2,regular,mobile,3.0,0.0,,,False,0.0,
U000441,2025-07-29,3,value,mobile,1.0,0.0,,,False,0.0,
U000442,2025-11-01,3,regular,web,2.0,0.0,,,False,0.0,
U000443,2025-08-26,3,regular,mobile,2.0,0.0,,,False,0.0,
U000444,2025-08-07,1,value,mobile,2.0,0.0,,,False,0.0,
U000445,2025-08-10,2,regular,mobile,6.0,1.0,2025-11-26T00:44:01,2025-11-26T00:44:01,False,3041.84,high
U000446,2025-08-07,3,value,mobile,1.0,0.0,,,False,0.0,
U000447,2025-11-01,2,value,web,1.0,1.0,2025-10-31T10:25:00,2025-10-31T10:25:00,False,8204.92,high
U000448,2025-07-28,1,premium,mobile,7.0,1.0,2025-12-14T17:58:13,2025-12-14T17:58:13,False,1660.31,medium
U000449,2025-09-07,3,regular,mobile,1.0,0.0,,,False,0.0,
U000450,2025-11-14,2,premium,mobile,6.0,1.0,2025-11-09T18:11:00,2025-11-09T18:11:00,False,13453.45,high
U000451,2025-10-09,2,value,mobile,1.0,0.0,,,False,0.0,
U000452,2025-10-26,3,value,mobile,2.0,0.0,,,False,0.0,
U000453,2025-08-15,2,regular,web,5.0,0.0,,,False,0.0,
U000454,2026-01-05,2,regular,web,2.0,1.0,2025-12-20T05:20:30,2025-12-20T05:20:30,False,3361.0,high
U000455,2025-09-18,2,premium,mobile,2.0,0.0,,,False,0.0,
U000456,2025-08-22,2,value,mobile,3.0,0.0,,,False,0.0,
U000457,2025-12-30,1,premium,mobile,4.0,0.0,,,False,0.0,
U000458,2025-11-08,3,premium,web,1.0,0.0,,,False,0.0,
U000459,2025-10-30,3,regular,web,4.0,0.0,,,False,0.0,
U000460,2025-12-26,2,value,mobile,3.0,0.0,,,False,0.0,
U000461,2025-07-05,2,regular,mobile,3.0,0.0,,,False,0.0,
U000462,2025-12-16,3,value,web,5.0,0.0,,,False,0.0,
U000463,2025-11-12,1,regular,mobile,3.0,0.0,,,False,0.0,
U000464,2025-09-07,2,regular,web,3.0,0.0,,,False,0.0,
U000465,2025-08-16,2,premium,web,3.0,0.0,,,False,0.0,
U000466,2025-07-15,2,regular,web,2.0,0.0,,,False,0.0,
U000467,2026-01-07,1,regular,web,3.0,0.0,,,False,0.0,
U000468,2025-07-23,2,regular,web,5.0,0.0,,,False,0.0,
U000469,2025-08-16,2,regular,mobile,1.0,0.0,,,False,0.0,
U000470,2025-11-15,2,premium,mobile,4.0,1.0,2025-12-14T21:08:44,2025-12-14T21:08:44,False,4625.62,high
U000471,2025-11-19,1,value,mobile,2.0,0.0,,,False,0.0,
U000472,2025-07-27,2,premium,web,2.0,0.0,,,False,0.0,
U000473,2025-12-11,2,regular,web,3.0,0.0,,,False,0.0,
U000474,2025-10-08,1,premium,web,4.0,0.0,,,False,0.0,
U000475,2025-12-18,1,regular,mobile,3.0,0.0,,,False,0.0,
U000476,2025-07-11,1,regular,web,5.0,2.0,2025-11-20T23:41:53,2025-10-26T14:28:57,True,13775.71,high
U000477,2025-07-02,2,value,mobile,1.0,0.0,,,False,0.0,
U000478,2025-11-04,1,regular,mobile,3.0,1.0,2025-12-04T00:18:37,2025-12-04T00:18:37,False,6767.06,high
U000479,2025-07-24,3,value,mobile,5.0,0.0,,,False,0.0,
U000480,2025-10-11,2,value,web,1.0,1.0,2025-10-24T16:31:21,2025-10-24T16:31:21,False,7908.64,high
U000481,2025-06-26,3,regular,web,5.0,2.0,2026-01-05T22:31:20,2025-11-16T14:30:54,True,15462.55,high
U000482,2025-12-04,3,value,web,3.0,0.0,,,False,0.0,
U000483,2025-12-29,1,regular,web,3.0,0.0,,,False,0.0,
U000484,2025-12-16,2,regular,mobile,3.0,0.0,,,False,0.0,
U000485,2026-01-10,3,value,web,3.0,0.0,,,False,0.0,
U000486,2025-12-30,2,regular,mobile,5.0,2.0,2025-12-15T13:59:08,2025-11-18T20:49:30,True,25130.03,high
U000487,2025-09-24,2,value,web,5.0,0.0,,,False,0.0,
U000488,2025-09-15,2,regular,mobile,3.0,1.0,2025-10-31T04:40:06,2025-10-31T04:40:06,False,13319.73,high
U000489,2025-12-28,1,regular,mobile,6.0,0.0,,,False,0.0,
U000490,2026-01-04,2,regular,web,3.0,0.0,,,False,0.0,
U000491,2026-01-13,3,regular,mobile,2.0,0.0,,,False,0.0,
U000492,2025-12-01,3,premium,web,3.0,0.0,,,False,0.0,
U000493,2025-08-04,1,regular,mobile,2.0,0.0,,,False,0.0,
U000494,2026-01-07,3,regular,mobile,6.0,2.0,2025-10-23T15:58:25,2026-01-17T09:39:46,True,24375.010000000002,high
U000495,2026-01-08,2,regular,mobile,6.0,1.0,2025-12-21T21:54:50,2025-12-21T21:54:50,False,3393.75,high
U000496,2025-11-10,3,regular,mobile,1.0,0.0,,,False,0.0,
U000497,2025-12-20,1,value,web,2.0,0.0,,,False,0.0,
U000498,2025-10-19,3,regular,mobile,5.0,0.0,,,False,0.0,
U000499,2026-01-07,3,value,mobile,3.0,0.0,,,False,0.0,
U000500,2025-07-13,1,regular,web,3.0,0.0,,,False,0.0,
U000501,2025-12-21,1,value,web,1.0,0.0,,,False,0.0,
U000502,2025-07-05,3,value,mobile,3.0,0.0,,,False,0.0,
U000503,2025-09-02,1,premium,mobile,2.0,1.0,2025-11-15T02:45:30,2025-11-15T02:45:30,False,4117.98,high
U000504,2025-07-21,2,premium,web,4.0,0.0,,,False,0.0,
U000505,2025-10-02,3,premium,mobile,9.0,2.0,2025-11-26T05:37:11,2026-01-14T10:29:53,True,18852.550000000003,high
U000506,2025-08-11,2,premium,mobile,2.0,0.0,,,False,0.0,
U000507,2026-01-09,2,regular,web,4.0,0.0,,,False,0.0,
U000508,2025-10-18,2,value,web,4.0,0.0,,,False,0.0,
U000509,2025-12-28,1,value,mobile,6.0,2.0,2025-11-29T19:38:48,2025-12-19T17:10:32,True,16496.53,high
U000510,2025-08-20,3,regular,mobile,5.0,0.0,,,False,0.0,
U000511,2025-06-28,2,value,mobile,1.0,0.0,,,False,0.0,
U000512,2025-12-03,1,premium,web,4.0,1.0,2025-10-28T13:27:43,2025-10-28T13:27:43,False,12682.2,high
U000513,2025-11-17,2,value,mobile,3.0,0.0,,,False,0.0,
U000514,2025-10-15,3,value,mobile,3.0,0.0,,,False,0.0,
U000515,2025-12-11,1,value,mobile,3.0,0.0,,,False,0.0,
U000516,2025-12-16,3,value,web,1.0,0.0,,,False,0.0,
U000517,2025-10-24,3,value,mobile,1.0,0.0,,,False,0.0,
U000518,2026-01-12,3,regular,web,4.0,0.0,,,False,0.0,
U000519,2025-11-21,3,value,web,4.0,0.0,,,False,0.0,
U000520,2025-11-12,3,regular,mobile,2.0,1.0,2026-01-05T17:46:30,2026-01-05T17:46:30,False,9288.45,high
U000521,2025-09-07,3,premium,mobile,1.0,0.0,,,False,0.0,
U000522,2025-06-23,1,regular,web,4.0,0.0,,,False,0.0,
U000523,2025-08-13,3,regular,mobile,5.0,0.0,,,False,0.0,
U000524,2025-11-30,2,regular,web,2.0,0.0,,,False,0.0,
U000525,2025-11-19,2,value,web,3.0,1.0,2025-11-19T21:16:20,2025-11-19T21:16:20,False,11722.81,high
U000526,2025-08-31,3,value,web,7.0,0.0,,,False,0.0,
U000527,2025-11-01,3,premium,web,3.0,0.0,,,False,0.0,
U000528,2025-08-03,3,regular,mobile,4.0,0.0,,,False,0.0,
U000529,2025-08-17,2,value,mobile,5.0,1.0,2025-12-06T13:45:27,2025-12-06T13:45:27,False,1815.18,medium
U000530,2026-01-08,2,regular,mobile,3.0,0.0,,,False,0.0,
U000531,2025-09-18,2,regular,web,6.0,1.0,2025-11-18T21:41:08,2025-11-18T21:41:08,False,2195.94,high
U000532,2025-08-13,2,regular,web,2.0,0.0,,,False,0.0,
U000533,2025-10-03,2,regular,web,1.0,0.0,,,False,0.0,
U000534,2025-09-12,1,premium,mobile,4.0,1.0,2025-12-28T23:43:37,2025-12-28T23:43:37,False,9025.94,high
U000535,2025-11-23,1,regular,web,8.0,1.0,2025-12-26T13:43:48,2025-12-26T13:43:48,False,6736.02,high
U000536,2026-01-11,3,regular,web,1.0,0.0,,,False,0.0,
U000537,2025-10-25,2,value,mobile,2.0,0.0,,,False,0.0,
U000538,2025-10-25,3,value,mobile,7.0,1.0,2025-11-06T14:00:22,2025-11-06T14:00:22,False,10701.49,high
U000539,2025-09-08,2,premium,web,4.0,0.0,,,False,0.0,
U000540,2025-10-20,1,regular,web,3.0,0.0,,,False,0.0,
U000541,2025-08-29,1,regular,mobile,2.0,0.0,,,False,0.0,
U000542,2025-06-23,1,regular,web,7.0,0.0,,,False,0.0,
U000543,2025-12-22,3,value,web,3.0,0.0,,,False,0.0,
U000544,2025-09-21,1,regular,mobile,5.0,0.0,,,False,0.0,
U000545,2025-10-04,2,value,web,2.0,0.0,,,False,0.0,
U000546,2025-07-10,3,regular,web,2.0,0.0,,,False,0.0,
U000547,2025-12-16,3,regular,web,2.0,0.0,,,False,0.0,
U000548,2025-07-29,1,value,web,5.0,0.0,,,False,0.0,
U000549,2025-09-17,1,value,web,3.0,0.0,,,False,0.0,
U000550,2025-12-16,1,regular,web,2.0,0.0,,,False,0.0,
U000551,2025-09-27,1,value,mobile,5.0,1.0,2025-11-12T02:05:56,2025-11-12T02:05:56,False,2601.71,high
U000552,2026-01-04,1,value,web,2.0,1.0,2025-12-06T03:15:08,2025-12-06T03:15:08,False,9122.18,high
U000553,2025-08-06,2,regular,mobile,1.0,0.0,,,False,0.0,
U000554,2025-11-20,3,regular,mobile,10.0,2.0,2025-11-24T00:55:35,2025-10-24T12:16:17,True,5147.02,high
U000555,2026-01-14,2,regular,web,1.0,0.0,,,False,0.0,
U000556,2025-10-16,2,value,web,1.0,0.0,,,False,0.0,
U000557,2025-11-15,1,premium,mobile,2.0,0.0,,,False,0.0,
U000558,2025-09-14,3,value,mobile,6.0,0.0,,,False,0.0,
U000559,2025-11-28,2,value,mobile,3.0,0.0,,,False,0.0,
U000560,2025-12-31,3,value,web,3.0,0.0,,,False,0.0,
U000561,2025-11-18,3,value,web,4.0,0.0,,,False,0.0,
U000562,2026-01-05,2,value,web,2.0,0.0,,,False,0.0,
U000563,2025-10-25,1,value,mobile,3.0,0.0,,,False,0.0,
U000564,2025-10-22,1,value,mobile,6.0,1.0,2025-10-28T12:19:40,2025-10-28T12:19:40,False,2076.32,high
U000565,2025-08-26,2,regular,web,4.0,0.0,,,False,0.0,
U000566,2025-11-19,3,premium,mobile,3.0,0.0,,,False,0.0,
U000567,2025-12-25,2,value,web,1.0,0.0,,,False,0.0,
U000568,2025-11-06,3,value,mobile,3.0,2.0,2026-01-07T00:00:46,2025-10-27T11:23:51,True,68252.19,high
U000569,2025-08-11,2,premium,web,3.0,0.0,,,False,0.0,
U000570,2025-10-15,1,premium,mobile,3.0,0.0,,,False,0.0,
U000571,2025-11-29,2,regular,mobile,6.0,0.0,,,False,0.0,
U000572,2026-01-06,2,value,mobile,4.0,1.0,2025-11-06T19:22:07,2025-11-06T19:22:07,False,10418.93,high
U000573,2025-07-26,2,regular,web,1.0,0.0,,,False,0.0,
U000574,2025-07-20,2,value,mobile,3.0,1.0,2025-10-25T11:05:02,2025-10-25T11:05:02,False,9084.09,high
U000575,2025-09-18,1,value,mobile,3.0,1.0,2025-12-09T04:07:46,2025-12-09T04:07:46,False,2760.83,high
U000576,2025-07-19,3,regular,web,3.0,0.0,,,False,0.0,
U000577,2026-01-15,1,regular,web,4.0,0.0,,,False,0.0,
U000578,2025-09-20,3,regular,mobile,4.0,1.0,2025-11-06T10:20:12,2025-11-06T10:20:12,False,3237.93,high
U000579,2025-10-13,1,regular,web,2.0,0.0,,,False,0.0,
U000580,2025-08-10,1,value,web,4.0,0.0,,,False,0.0,
U000581,2025-09-25,2,value,web,6.0,1.0,2025-11-11T09:04:19,2025-11-11T09:04:19,False,1327.24,medium
U000582,2026-01-16,2,regular,web,6.0,0.0,,,False,0.0,
U000583,2025-10-04,2,premium,web,4.0,0.0,,,False,0.0,
U000584,2025-06-25,2,value,mobile,2.0,0.0,,,False,0.0,
U000585,2025-08-13,3,regular,web,3.0,0.0,,,False,0.0,
U000586,2026-01-14,2,value,mobile,6.0,1.0,2025-11-09T18:56:12,2025-11-09T18:56:12,False,1964.56,medium
U000587,2026-01-17,2,value,web,8.0,0.0,,,False,0.0,
U000588,2025-08-06,2,regular,web,2.0,0.0,,,False,0.0,
U000589,2025-10-30,1,value,web,4.0,0.0,,,False,0.0,
U000590,2025-07-09,2,regular,mobile,1.0,0.0,,,False,0.0,
U000591,2025-10-22,1,regular,mobile,4.0,0.0,,,False,0.0,
U000592,2025-07-19,2,value,web,7.0,0.0,,,False,0.0,
U000593,2025-12-12,1,value,web,2.0,0.0,,,False,0.0,
U000594,2026-01-06,3,value,web,6.0,0.0,,,False,0.0,
U000595,2025-07-29,2,premium,web,7.0,0.0,,,False,0.0,
U000596,2025-09-28,3,regular,mobile,3.0,0.0,,,False,0.0,
U000597,2025-07-14,2,regular,web,3.0,0.0,,,False,0.0,
U000598,2025-09-02,1,value,mobile,3.0,0.0,,,False,0.0,
U000599,2025-07-07,3,regular,mobile,2.0,0.0,,,False,0.0,
U000600,2025-08-17,2,value,web,3.0,0.0,,,False,0.0,
U000601,2026-01-17,3,regular,mobile,5.0,2.0,2025-10-26T20:08:08,2025-12-12T21:02:03,True,14701.419999999998,high
U000602,2025-07-02,2,regular,web,1.0,0.0,,,False,0.0,
U000603,2025-12-20,2,regular,mobile,2.0,0.0,,,False,0.0,
U000604,2025-07-09,3,value,web,1.0,0.0,,,False,0.0,
U000605,2025-10-12,2,value,mobile,7.0,0.0,,,False,0.0,
U000606,2025-09-26,2,value,web,4.0,0.0,,,False,0.0,
U000607,2026-01-05,2,regular,web,4.0,0.0,,,False,0.0,
U000608,2025-08-04,2,premium,mobile,1.0,0.0,,,False,0.0,
U000609,2025-07-31,3,value,web,3.0,0.0,,,False,0.0,
U000610,2025-11-27,2,regular,web,5.0,2.0,2025-12-08T14:49:35,2025-11-09T05:26:36,True,33470.09,high
U000611,2025-11-22,2,regular,mobile,3.0,0.0,,,False,0.0,
U000612,2025-11-17,3,value,web,4.0,1.0,2026-01-11T08:27:09,2026-01-11T08:27:09,False,12571.42,high
U000613,2025-06-28,2,value,mobile,3.0,0.0,,,False,0.0,
U000614,2025-08-17,3,value,mobile,1.0,0.0,,,False,0.0,
U000615,2025-12-16,2,regular,mobile,2.0,0.0,,,False,0.0,
U000616,2025-10-27,1,regular,web,2.0,1.0,2025-10-23T11:51:32,2025-10-23T11:51:32,False,10674.12,high
U000617,2025-10-27,3,regular,web,5.0,0.0,,,False,0.0,
U000618,2025-08-24,1,premium,mobile,1.0,0.0,,,False,0.0,
U000619,2025-08-17,1,regular,web,7.0,0.0,,,False,0.0,
U000620,2026-01-08,2,premium,web,4.0,0.0,,,False,0.0,
U000621,2025-11-23,3,regular,web,3.0,0.0,,,False,0.0,
U000622,2025-07-20,3,premium,web,4.0,1.0,2026-01-18T12:58:28,2026-01-18T12:58:28,False,8257.66,high
U000623,2026-01-06,2,regular,mobile,3.0,0.0,,,False,0.0,
U000624,2025-10-23,1,regular,mobile,5.0,1.0,2025-12-16T09:54:59,2025-12-16T09:54:59,False,1680.9,medium
U000625,2025-09-01,3,regular,mobile,3.0,0.0,,,False,0.0,
U000626,2025-09-14,1,premium,mobile,3.0,1.0,2026-01-05T15:50:41,2026-01-05T15:50:41,False,16261.45,high
U000627,2025-11-22,1,regular,web,3.0,0.0,,,False,0.0,
U000628,2025-09-10,2,regular,web,4.0,1.0,2025-12-30T06:47:13,2025-12-30T06:47:13,False,5895.8,high
U000629,2025-10-22,2,regular,web,5.0,0.0,,,False,0.0,
U000630,2025-11-19,3,premium,mobile,5.0,0.0,,,False,0.0,
U000631,2025-08-03,3,regular,web,2.0,0.0,,,False,0.0,
U000632,2026-01-07,3,regular,mobile,2.0,0.0,,,False,0.0,
U000633,2025-09-06,1,regular,web,2.0,1.0,2025-12-24T14:12:37,2025-12-24T14:12:37,False,6251.26,high
U000634,2025-09-19,2,premium,mobile,2.0,0.0,,,False,0.0,
U000635,2025-11-17,2,value,mobile,2.0,1.0,2025-12-28T12:21:01,2025-12-28T12:21:01,False,14998.36,high
U000636,2025-10-29,1,regular,mobile,3.0,0.0,,,False,0.0,
U000637,2025-09-23,2,regular,web,1.0,0.0,,,False,0.0,
U000638,2025-11-06,2,premium,mobile,5.0,2.0,2026-01-19T01:14:32,2025-12-30T08:25:23,True,22894.760000000002,high
U000639,2025-12-30,1,premium,web,7.0,0.0,,,False,0.0,
U000640,2025-12-08,2,regular,web,3.0,0.0,,,False,0.0,
U000641,2025-12-13,3,regular,web,2.0,0.0,,,False,0.0,
U000642,2025-08-16,1,value,web,1.0,1.0,2025-12-30T08:18:32,2025-12-30T08:18:32,False,4356.86,high
U000643,2025-09-19,2,premium,mobile,1.0,0.0,,,False,0.0,
U000644,2025-10-17,3,value,web,2.0,0.0,,,False,0.0,
U000645,2025-07-02,3,regular,web,7.0,0.0,,,False,0.0,
U000646,2025-12-02,3,regular,mobile,5.0,0.0,,,False,0.0,
U000647,2025-08-30,2,regular,mobile,2.0,0.0,,,False,0.0,
U000648,2025-08-21,3,value,mobile,2.0,1.0,2025-10-21T20:05:05,2025-10-21T20:05:05,False,4768.5,high
U000649,2025-08-16,1,value,mobile,6.0,1.0,2025-12-25T01:29:35,2025-12-25T01:29:35,False,2313.82,high
U000650,2025-08-21,2,premium,web,3.0,0.0,,,False,0.0,
U000651,2025-09-02,1,regular,mobile,6.0,0.0,,,False,0.0,
U000652,2025-10-28,2,value,web,8.0,1.0,2026-01-11T04:42:13,2026-01-11T04:42:13,False,14385.61,high
U000653,2025-10-23,2,regular,web,4.0,1.0,2025-11-13T23:23:15,2025-11-13T23:23:15,False,8296.52,high
U000654,2025-08-16,1,value,web,2.0,0.0,,,False,0.0,
U000655,2025-08-05,3,premium,mobile,3.0,1.0,2025-11-25T09:47:29,2025-11-25T09:47:29,False,10379.08,high
U000656,2025-12-13,2,value,web,2.0,0.0,,,False,0.0,
U000657,2025-07-12,2,value,mobile,2.0,0.0,,,False,0.0,
U000658,2025-10-09,1,value,web,1.0,0.0,,,False,0.0,
U000659,2025-10-10,2,regular,web,6.0,1.0,2025-11-21T12:16:17,2025-11-21T12:16:17,False,6357.77,high
U000660,2025-10-22,2,regular,web,4.0,0.0,,,False,0.0,
U000661,2025-12-26,2,regular,web,7.0,1.0,2025-12-18T05:15:03,2025-12-18T05:15:03,False,16795.41,high
U000662,2025-11-01,1,regular,web,2.0,0.0,,,False,0.0,
U000663,2026-01-13,3,value,mobile,9.0,1.0,2025-11-22T06:41:29,2025-11-22T06:41:29,False,8762.86,high
U000664,2025-12-23,3,value,web,3.0,0.0,,,False,0.0,
U000665,2025-08-07,2,value,web,2.0,0.0,,,False,0.0,
U000666,2025-08-13,2,premium,mobile,2.0,0.0,,,False,0.0,
U000667,2025-09-03,3,value,web,3.0,0.0,,,False,0.0,
U000668,2025-09-13,3,premium,web,8.0,0.0,,,False,0.0,
U000669,2025-10-17,2,value,web,1.0,0.0,,,False,0.0,
